id_cuenta,id_cliente,tipo_cuenta,saldo_inicial,moneda,fecha_apertura
6319,297,CA,abc,pyg,2024/10/14
117,1833,cc,45624.67,usd,2024-02-06
9413,691,ca,8357.37,PYG,13/10/2024
780,1019,CC,"18666,93",usd,2024/06/19
9067,1739,CC,41133.99,PYG,08/07/2024
4517,1083,ca,"44540,40",usd,2024/01/13
8564,1651,CA,,PYG,2024/02/07
9011,2000,CC,abc,usd,2024-04-20
440,1664,cc,abc,USD,28/11/2024
4964,794,CC,,USD,19-05-2024
5828,1833,ca,abc,USD,28/01/2024
9836,1736,CC,"19833,13",PYG,2024/12/21
8698,569,ca,19557.99,pyg,2024-12-07
7418,146,ca,31938.54,USD,2024/02/06
9360,1891,ca,"20100,63",pyg,2024/11/28
3677,100,CC,"4884,41",usd,19/07/2024
9269,894,CC,abc,pyg,2024-04-08
8809,882,CC,26660.88,USD,28/05/2024
1667,1209,CA,,pyg,2024/11/18
1345,1961,CA,40743.44,usd,25/04/2024
1064,1357,CC,,pyg,24-08-2024
9718,288,ca,"35756,38",USD,2024-01-15
6556,1166,ca,abc,usd,2024-08-21
4405,1448,ca,,PYG,09/03/2024
5697,683,cc,"33292,18",PYG,2024-05-21
7938,123,CC,abc,pyg,2024-10-12
6184,1776,CC,abc,pyg,17/07/2024
7758,1344,cc,"49047,91",pyg,2024-07-23
4799,901,CC,abc,pyg,18-05-2024
6170,1573,ca,,PYG,2024/03/02
6028,709,cc,,pyg,23-06-2024
7462,331,cc,,usd,2024-09-13
4262,1611,ca,41895.34,usd,04-01-2024
6596,135,ca,29771.88,usd,2024-12-12
8095,139,CC,17960.53,USD,10-09-2024
2191,1086,ca,,usd,12-12-2024
2548,210,cc,abc,PYG,06-12-2024
2043,1704,CC,21932.34,PYG,2024/09/28
1162,568,ca,27884.22,PYG,05-06-2024
8072,52,CC,"30120,78",PYG,09/02/2024
6251,979,CC,"3969,37",USD,12/01/2024
7339,706,ca,,USD,16/11/2024
7297,1564,ca,28988.24,pyg,07/11/2024
10092,418,ca,31603.59,PYG,22/04/2024
5877,1454,ca,,usd,2024-10-26
7483,1279,CA,,USD,2024-03-03
9617,24,CC,abc,usd,2024-06-17
8993,517,CC,,usd,02/09/2024
671,1776,CC,44141.68,pyg,2024/11/02
1593,1528,CA,"46978,62",PYG,05-02-2024
7058,613,cc,,pyg,2024-08-24
6655,503,cc,abc,PYG,2024-05-01
5275,1118,CA,"5968,43",PYG,24/05/2024
6594,986,cc,,pyg,19-04-2024
2190,1248,ca,abc,usd,26-02-2024
2020,299,CA,"12376,64",usd,2024/12/22
1079,915,ca,"16144,13",pyg,14-05-2024
5866,1118,cc,"31255,84",usd,15/05/2024
6167,874,CC,3065.64,PYG,2024-01-20
7558,68,ca,,PYG,2024/06/24
1060,157,ca,abc,PYG,06-01-2024
8615,855,ca,abc,pyg,25-01-2024
9248,1731,CC,abc,USD,2024-11-18
2727,1217,cc,"46958,68",usd,2024-03-26
8258,1004,CC,abc,usd,15-09-2024
3028,105,cc,,usd,15/11/2024
10002,857,CA,4835.08,PYG,2024-06-06
6776,1127,CA,abc,USD,2024-07-02
5463,1549,CA,"28302,73",USD,24/08/2024
3315,75,CC,11689.92,PYG,2024-08-18
6415,370,CA,,USD,24-05-2024
2852,1769,CC,abc,PYG,2024/08/19
1757,1849,CA,8305.65,PYG,2024/08/24
3111,849,ca,"19647,77",PYG,2024/04/01
5325,387,ca,32052.98,usd,2024-02-15
5649,446,CC,"33925,59",pyg,2024-04-19
7187,10,CC,abc,pyg,2024-12-19
3021,1264,CA,"2167,74",USD,26-01-2024
10014,996,CA,,usd,05-08-2024
4806,420,ca,"35703,56",PYG,13/04/2024
3496,1513,ca,44801.87,PYG,2024/02/04
4418,11,ca,abc,pyg,2024-10-19
737,1409,ca,32462.3,PYG,2024/06/09
6128,127,CC,"23775,31",USD,28/06/2024
1263,1596,ca,abc,USD,16-10-2024
2133,1444,cc,abc,usd,2024-02-28
4370,892,CA,abc,pyg,06/12/2024
7425,235,ca,"36935,87",usd,02-06-2024
2537,507,ca,27687.8,usd,2024/10/11
6087,983,CA,,USD,2024/05/04
8593,1856,ca,"16556,99",pyg,2024/10/04
4214,817,cc,32729.85,usd,17-12-2024
7551,1443,ca,"6768,42",usd,2024-01-27
8605,860,CC,37589.05,usd,01-01-2024
1048,210,CA,41532.59,USD,17-07-2024
1101,1666,CC,14085.37,PYG,07-11-2024
3142,1344,CA,35582.91,USD,2024-05-21
1704,1267,ca,abc,usd,2024/06/01
8042,1016,cc,28008.46,pyg,2024-02-17
2633,857,cc,,USD,2024/04/15
1457,1885,ca,,PYG,2024/06/05
4796,305,CC,abc,USD,05-05-2024
4296,1623,CA,31643.57,usd,11/09/2024
6230,636,CC,,usd,2024-05-11
7186,1256,CC,,USD,23-09-2024
8461,630,cc,"9236,95",USD,2024-05-06
7156,603,CC,,pyg,2024-08-24
9668,371,cc,abc,PYG,05-05-2024
6917,482,ca,1031.58,PYG,05-03-2024
4424,456,ca,abc,USD,15/08/2024
8717,1731,CA,3219.19,USD,2024/06/17
8832,701,CC,,pyg,2024/12/13
2058,1612,CC,"29844,72",USD,12/05/2024
6714,144,CC,,pyg,03/06/2024
1720,1345,ca,abc,PYG,2024/01/23
9852,1084,CA,abc,pyg,24-11-2024
9879,193,CC,31126.69,PYG,2024-12-24
7909,139,cc,,USD,2024/04/19
1519,702,CA,34744.96,pyg,28/07/2024
4740,422,CC,"24609,95",usd,2024-10-15
6109,37,ca,,pyg,18-02-2024
4126,1124,cc,"24185,93",usd,27/07/2024
2178,1103,ca,38124.27,usd,2024/04/05
8736,266,ca,"42222,99",PYG,04/07/2024
8545,499,cc,"27645,86",pyg,16/02/2024
8239,1290,CA,"12489,83",USD,2024/01/16
3180,666,CC,11163.42,usd,2024-05-17
3368,515,cc,abc,pyg,2024-11-22
6360,1326,CC,37012.42,pyg,05-03-2024
2638,297,ca,,PYG,17-04-2024
4408,1705,ca,"28584,20",pyg,2024-07-27
6789,161,cc,abc,PYG,06-07-2024
1295,1703,CA,,usd,21-09-2024
6244,1619,cc,"35706,59",usd,08/07/2024
7572,1167,CA,abc,PYG,01/09/2024
5241,250,CC,,usd,2024/06/19
9378,1137,CA,"39674,39",PYG,2024/11/02
472,1513,ca,abc,usd,2024-09-06
6558,645,cc,12000.83,usd,17-04-2024
1266,625,cc,25186.42,USD,21-10-2024
3121,842,CA,"35343,39",USD,2024-02-22
6276,1072,cc,32763.42,PYG,04/12/2024
8565,752,ca,6716.14,PYG,17-02-2024
899,347,CA,"8665,77",PYG,2024-02-10
1728,127,cc,abc,usd,2024/03/24
407,731,CA,,USD,2024/12/09
5145,802,CA,9859.77,USD,2024-01-13
9654,1431,cc,"15909,03",PYG,16-07-2024
2381,1873,cc,,usd,02-03-2024
8854,1460,CA,"12924,67",USD,17-07-2024
7358,1937,ca,,PYG,09-04-2024
4669,23,CA,27428.1,USD,2024/07/14
4996,694,CC,34862.85,usd,2024/12/05
9415,1492,CA,abc,USD,2024/09/23
7448,1401,cc,47890.3,PYG,11-09-2024
4692,1284,cc,abc,pyg,11-07-2024
1149,533,CC,abc,pyg,10-11-2024
6532,917,CC,,pyg,28/01/2024
7785,1976,CC,,USD,13-03-2024
1583,79,CC,24734.89,usd,23-05-2024
3631,437,cc,47897.51,usd,19-06-2024
5048,856,ca,,PYG,2024/03/14
8502,872,cc,27641.3,PYG,23-09-2024
9986,1365,cc,,USD,2024-03-10
9458,317,cc,abc,usd,2024/03/26
6342,1927,cc,"30555,56",PYG,2024-04-08
4802,1239,CC,,PYG,2024/01/01
218,791,CC,29372.09,pyg,2024/12/03
1190,1601,ca,11362.99,usd,20-08-2024
6198,172,CC,15952.74,PYG,2024/11/11
8320,1396,CC,39181.26,usd,23/04/2024
8999,532,cc,31070.15,usd,19-06-2024
2375,1160,ca,49579.42,PYG,2024/11/11
3015,1556,cc,abc,PYG,2024/04/17
3532,1669,CC,35091.81,PYG,24-08-2024
2870,625,cc,,pyg,11-01-2024
2624,315,CA,,PYG,2024-09-21
9723,257,ca,abc,pyg,2024-06-22
5914,2000,CC,45215.37,usd,23-06-2024
224,1402,ca,,PYG,2024-03-20
769,1933,CA,,USD,2024/05/25
2709,1134,cc,abc,PYG,2024/12/27
1460,336,cc,,USD,2024-08-13
5232,240,cc,abc,PYG,2024-01-04
6766,1690,ca,23681.75,usd,2024/05/06
7740,617,ca,,usd,10-07-2024
5449,205,cc,abc,USD,21/04/2024
1687,871,ca,,USD,2024/03/22
5357,1893,CA,,pyg,26/11/2024
3826,1468,CC,"41041,46",USD,2024/10/21
4712,1591,cc,47689.38,PYG,2024-10-19
9877,1620,ca,41887.36,PYG,12/09/2024
6321,324,CA,2366.28,PYG,22/10/2024
9326,677,CC,abc,PYG,28/06/2024
5280,1724,CA,,USD,08/01/2024
2739,774,CC,"49974,03",pyg,2024-02-01
2153,1925,CC,"12409,84",USD,06/09/2024
900,350,cc,,USD,12-04-2024
7088,512,CC,15684.88,pyg,2024-02-03
2576,1977,cc,21734.25,PYG,24-06-2024
3185,1327,cc,abc,usd,20-12-2024
1642,1890,ca,abc,usd,13/10/2024
8323,745,cc,,usd,2024-12-12
6038,1500,ca,37904.72,pyg,18/09/2024
5592,696,cc,"22783,71",pyg,2024/10/07
4676,1369,cc,39814.53,PYG,06-11-2024
8093,711,ca,"27061,41",PYG,2024/04/17
6660,1239,CC,"3084,03",usd,16/10/2024
1070,1078,CA,21396.05,USD,15-01-2024
9393,315,CC,7477.25,PYG,2024-10-24
1049,1063,CA,20279.71,usd,20-01-2024
9974,95,CA,42157.74,usd,2024-02-21
3773,581,CC,"9843,60",pyg,20-02-2024
715,1993,CA,abc,USD,14/03/2024
7078,811,CA,17607.23,USD,2024-02-25
8343,1497,CA,abc,USD,19/06/2024
5835,1541,cc,abc,pyg,2024/02/19
1308,105,CC,30340.91,PYG,2024-01-03
832,1267,CC,"39322,56",USD,2024-12-27
8728,1321,CA,28320.87,pyg,2024/11/16
932,1910,cc,"32270,81",pyg,2024/03/28
4518,1142,CC,,usd,2024-04-15
10043,1943,ca,,pyg,2024-03-01
2085,508,CC,,usd,04-02-2024
5685,667,cc,,PYG,02-08-2024
7482,469,CC,,pyg,2024/10/20
1585,631,CC,abc,USD,11/11/2024
7268,1428,CA,,pyg,2024/12/23
2357,630,CA,"32237,75",pyg,2024/03/21
9495,1871,CA,32404.31,pyg,2024-06-28
2964,1085,ca,10287.23,PYG,24-09-2024
9498,1887,CA,3642.21,PYG,11-11-2024
3818,1328,cc,,pyg,26-03-2024
5809,737,CC,"3823,36",pyg,27/03/2024
1754,1088,cc,,pyg,2024/07/20
5102,1288,ca,20640.99,USD,2024-09-02
5143,106,cc,,USD,2024-07-19
282,1667,CC,11970.02,usd,2024/05/26
9407,954,CA,47985.39,USD,19-09-2024
3455,630,ca,,pyg,2024/10/17
615,1705,CA,29333.13,PYG,25/03/2024
9381,1584,ca,abc,USD,09/06/2024
7700,1253,ca,33616.98,pyg,15-01-2024
8298,1570,cc,"31675,04",usd,25/02/2024
4944,1137,CA,"24821,70",pyg,16-06-2024
2945,370,CC,abc,PYG,11/08/2024
3103,1879,CC,45241.77,USD,2024/01/08
6661,325,ca,,PYG,12-04-2024
2875,482,CA,1652.88,pyg,2024/06/21
7386,688,CC,44844.58,pyg,2024/06/11
7824,982,ca,,USD,2024/03/21
1364,101,cc,abc,PYG,09-04-2024
1822,545,cc,abc,pyg,15-02-2024
5786,191,CA,,USD,14-02-2024
482,1153,cc,abc,pyg,2024/10/21
1645,1100,cc,"40298,33",USD,2024-04-13
1753,583,ca,35251.23,PYG,08/04/2024
8014,1868,CC,,pyg,27-03-2024
6158,974,cc,2118.92,PYG,24/09/2024
7875,447,CA,abc,pyg,2024-01-02
6542,1213,ca,abc,USD,2024/07/10
9862,1443,cc,4629.7,usd,03-02-2024
5801,1064,ca,,pyg,2024-08-14
3355,1847,ca,23059.12,PYG,13/06/2024
7320,1201,CA,abc,PYG,2024-04-05
7809,287,CC,,PYG,2024/11/22
4173,1295,CC,36616.85,usd,2024-09-01
3088,1849,ca,abc,pyg,2024/05/20
6780,1997,cc,abc,PYG,11/12/2024
1986,138,CA,,usd,2024-01-02
2849,450,CC,abc,USD,22-11-2024
1276,1150,cc,6526.43,usd,20/01/2024
247,5,cc,abc,pyg,11-04-2024
7388,286,CA,"30251,26",pyg,2024/11/25
1386,277,CC,,pyg,2024/09/04
5294,1945,ca,abc,pyg,12/11/2024
1509,1256,CA,,usd,2024/07/04
4607,136,ca,"26092,51",USD,12/07/2024
4098,1600,CA,,PYG,2024-06-02
7887,1691,cc,17940.67,USD,26-05-2024
5027,764,cc,"22501,71",pyg,13/10/2024
4737,1481,CA,abc,usd,2024-02-14
5019,1035,cc,40968.94,pyg,15-08-2024
4355,1755,ca,abc,PYG,2024/12/17
8646,834,CA,,pyg,27-12-2024
9694,826,cc,,PYG,2024-06-20
3911,912,ca,"29557,66",pyg,2024-04-06
8811,469,CC,,USD,11/08/2024
604,437,cc,abc,pyg,06-10-2024
5839,1699,CC,"43469,06",pyg,18-12-2024
8679,1826,ca,8879.81,pyg,15-04-2024
6839,1461,ca,3828.35,USD,2024/10/13
5779,947,CA,1949.14,pyg,24/01/2024
3648,1540,ca,,USD,2024/12/23
1112,188,ca,,USD,2024-10-10
140,1443,ca,36369.41,PYG,2024-02-05
5731,1804,CA,33820.99,PYG,12/04/2024
3177,1700,CC,,pyg,22-07-2024
4465,808,CC,"49085,28",PYG,2024-12-15
632,110,CC,abc,PYG,28/01/2024
4267,144,ca,abc,USD,2024-12-03
423,496,ca,abc,PYG,2024/09/27
6936,476,CA,abc,pyg,27-12-2024
2535,519,CA,"14584,98",USD,2024/03/04
4445,1229,cc,47123.61,USD,17/06/2024
7446,1871,CA,abc,usd,2024-11-08
6299,1142,ca,"1724,76",usd,2024-06-14
5074,1173,CC,"45269,12",usd,2024/11/03
2685,1151,ca,abc,PYG,2024-01-16
4488,1059,cc,33869.61,PYG,2024/03/26
4736,1795,ca,"30024,54",usd,14/12/2024
9520,1571,ca,,PYG,25-05-2024
5973,90,cc,,USD,16/07/2024
7118,489,ca,abc,USD,2024/03/27
8858,1615,CA,16087.01,usd,11-12-2024
254,529,cc,39725.44,pyg,2024/07/22
1180,711,cc,abc,USD,2024-03-04
7702,1674,CC,abc,USD,04-12-2024
8827,1071,CC,"10882,14",USD,18/02/2024
9160,522,ca,"7106,25",usd,2024-05-15
4368,61,CA,41501.54,USD,12-10-2024
945,238,cc,abc,usd,13-05-2024
3437,374,CA,abc,PYG,2024/06/25
6375,582,CC,abc,PYG,23/03/2024
8822,1762,CC,"10370,43",usd,2024-07-12
4703,641,cc,"7601,99",PYG,2024/04/06
6975,180,ca,29984.51,USD,2024/02/02
5886,834,cc,"7587,57",PYG,24-07-2024
9148,1776,CC,abc,pyg,2024-02-04
4966,146,cc,,usd,2024-01-11
7049,143,CA,48334.92,pyg,2024-03-06
6862,1484,CA,,USD,04-08-2024
9897,1305,ca,5290.63,pyg,28-02-2024
5726,1732,cc,abc,pyg,2024-11-14
3482,1761,CC,abc,USD,2024-08-18
4504,1182,CC,,pyg,2024/08/26
4196,1584,CA,,pyg,2024/01/11
8982,1843,CC,"49780,98",usd,2024/07/10
9588,842,CA,abc,usd,02/06/2024
9303,1603,CC,19288.34,USD,09-11-2024
5516,147,ca,"31427,07",pyg,10-09-2024
288,1113,CC,"9779,10",USD,14-09-2024
7520,1576,CC,9621.62,pyg,2024/07/28
5142,414,CA,abc,PYG,05-01-2024
1228,406,cc,"6795,10",USD,11-09-2024
1597,603,CC,24631.08,PYG,2024-09-21
9012,508,CC,,pyg,18/03/2024
2555,1598,ca,6519.55,USD,18-02-2024
5845,1415,CC,,PYG,13-03-2024
4182,35,CA,36152.8,pyg,2024/10/16
4476,880,CC,abc,pyg,01-03-2024
7814,714,CC,10115.33,PYG,2024/06/12
7545,1881,CC,35718.93,usd,08/10/2024
137,395,CA,,USD,2024-09-26
4216,1277,cc,26333.39,PYG,19-03-2024
431,391,cc,abc,pyg,18-07-2024
8474,1496,CA,"33125,58",PYG,2024-06-16
4708,1324,cc,29721.83,usd,08-07-2024
127,689,CC,,pyg,2024/04/03
8448,210,ca,"1202,96",USD,2024/07/01
1737,1397,CA,"18000,90",USD,08-06-2024
5270,1214,ca,"30652,27",usd,2024/09/07
4928,1078,cc,"13771,99",PYG,2024-07-26
495,928,CC,,pyg,12/08/2024
8183,597,cc,abc,PYG,15/03/2024
1323,1773,CC,42926.05,PYG,2024/11/14
8345,1881,ca,14927.72,pyg,2024/08/16
8097,253,ca,49131.69,PYG,15-09-2024
486,1996,ca,abc,usd,2024/04/06
2227,1830,CA,30975.17,usd,2024-05-18
6207,776,cc,,usd,2024-12-22
2441,113,ca,"14495,27",pyg,28-09-2024
5442,577,CC,"44625,47",PYG,2024-09-04
2155,26,cc,33074.9,pyg,24/02/2024
5024,237,CC,,PYG,2024-06-06
3781,929,ca,30016.03,PYG,2024-02-25
3471,392,CC,14365.74,PYG,12/10/2024
4447,1870,CA,32813.85,usd,16/08/2024
2275,1664,CA,"44839,26",PYG,2024-07-13
1779,1488,cc,abc,pyg,15/03/2024
5760,222,CC,"38622,45",USD,2024/02/26
8562,258,ca,abc,usd,15/11/2024
7362,1473,CA,,PYG,2024-05-21
6418,828,CC,33438.26,usd,09/02/2024
436,1604,CA,,pyg,2024/07/26
5199,60,cc,11668.3,USD,10-07-2024
6641,1000,cc,"49021,76",usd,17-11-2024
6995,1909,cc,,PYG,2024/01/27
5030,1889,CC,abc,usd,2024/12/08
1634,430,CA,"22152,49",pyg,2024-11-07
6640,1023,cc,abc,pyg,2024-10-01
1097,1158,CA,"15581,14",pyg,06/12/2024
8551,191,CC,abc,usd,2024-01-02
6350,128,ca,20755.48,PYG,2024-10-27
5367,484,cc,,USD,14-07-2024
1083,1970,ca,5570.03,USD,05/09/2024
2898,1267,CC,17212.76,USD,2024-04-17
6996,1969,ca,"10458,93",pyg,2024/04/08
7183,102,CA,abc,usd,2024-10-10
6444,1820,CA,23988.43,pyg,2024-11-24
8919,1558,CC,"38620,40",usd,03/08/2024
8187,254,ca,abc,PYG,2024/02/12
5523,1857,CA,abc,usd,11-05-2024
7122,1971,CA,,pyg,2024-02-22
1401,801,ca,,PYG,04/06/2024
3845,545,cc,abc,usd,2024-10-09
2906,1420,CC,abc,PYG,2024-06-02
8845,357,CC,11253.65,USD,2024-03-11
2415,1645,ca,abc,usd,03-06-2024
8122,9,cc,4191.71,USD,17-01-2024
6172,894,CC,"4399,59",usd,04-09-2024
2031,380,CA,25536.48,pyg,2024/08/17
1438,699,ca,1379.51,USD,2024/04/08
3449,1261,CA,36721.35,PYG,03-10-2024
7140,1550,CC,,USD,2024-02-03
7347,856,CA,"20912,02",pyg,2024-02-06
4132,1921,CC,,pyg,2024-02-16
5550,1028,ca,3522.21,USD,2024-07-17
4635,1649,cc,abc,usd,2024/07/24
5571,1489,CC,,pyg,25-01-2024
136,1654,ca,44713.04,pyg,23/08/2024
4529,1849,CC,abc,pyg,2024-11-05
9298,1413,cc,abc,pyg,2024/11/17
8989,388,cc,,usd,2024-05-03
2650,1570,ca,,USD,2024/06/14
548,983,ca,abc,pyg,2024/10/17
290,280,ca,5116.7,USD,2024/06/06
2105,830,cc,"12362,00",usd,12/03/2024
9064,714,CA,,usd,2024/01/17
7323,273,CC,,PYG,2024-05-17
7326,957,CC,22872.82,PYG,2024-08-10
187,268,CA,"15491,31",pyg,2024-03-07
3233,773,CA,"38258,95",usd,24-03-2024
6830,1784,CC,,PYG,12/03/2024
6967,1430,cc,"4339,25",PYG,2024/01/18
578,1170,CA,,PYG,26/03/2024
3350,566,CC,,PYG,21-09-2024
8836,872,cc,,pyg,2024-04-09
8481,399,CA,38703.26,pyg,05-05-2024
3296,254,CC,"16545,93",USD,2024-05-07
2772,1201,ca,5182.65,pyg,2024-03-22
905,876,CA,"25643,69",PYG,2024-05-26
3261,39,ca,15624.44,USD,2024-09-11
9357,426,CC,,USD,12/02/2024
3731,1139,CC,"20817,77",USD,24/06/2024
6743,1787,CA,4334.97,usd,2024-06-21
9791,1618,cc,,PYG,04/03/2024
449,1351,CC,,PYG,2024-03-07
7882,1800,ca,"13579,60",USD,01/12/2024
4115,1985,CA,abc,PYG,2024-04-15
8878,1383,CA,"35691,58",usd,22-09-2024
6229,1964,cc,"15587,97",pyg,2024/06/15
9228,47,CC,abc,PYG,20-08-2024
8962,10,ca,,pyg,02/08/2024
1622,218,cc,,USD,2024-10-23
5500,102,CC,abc,PYG,2024-08-22
200,249,ca,44681.49,usd,02/07/2024
9255,560,ca,39406.81,PYG,2024/01/18
8625,1625,CC,"19094,91",pyg,03/01/2024
9409,601,CC,,usd,2024-04-12
386,853,CC,,USD,2024/06/10
5879,516,CA,,USD,2024-07-11
7056,76,CC,abc,PYG,2024/03/06
8942,1346,cc,,usd,09/06/2024
4516,438,cc,abc,USD,2024-09-10
5864,1275,cc,"43125,16",USD,2024-10-23
2840,1883,cc,,PYG,2024-12-24
7759,1237,CA,31804.34,PYG,19/08/2024
6388,1658,CA,"6823,18",USD,2024-11-09
7636,409,CC,abc,pyg,2024-09-12
7376,1087,CC,12329.87,USD,06-01-2024
404,1743,CC,6645.83,PYG,17/07/2024
1292,1539,ca,,USD,2024-05-06
4463,1056,CC,43518.83,PYG,23-04-2024
6903,301,cc,"16440,38",pyg,2024-10-25
7637,1831,CC,24054.75,PYG,2024-11-09
1370,844,cc,"14905,47",pyg,21-08-2024
9210,228,CA,27985.22,pyg,09-02-2024
4181,1894,CA,"44556,55",USD,26-03-2024
3072,1527,CA,,USD,2024-12-10
874,850,cc,20469.09,usd,26/03/2024
8865,823,ca,"27087,65",usd,01-10-2024
6708,1277,CA,abc,PYG,2024-11-15
7432,1092,cc,,usd,2024-07-24
3759,16,CC,13930.44,usd,2024-07-12
858,657,ca,abc,PYG,10-01-2024
9708,1064,CC,47184.31,USD,10/10/2024
178,752,CA,,PYG,2024/01/18
471,1241,CA,10450.06,USD,08/11/2024
7973,508,cc,"14450,52",PYG,2024/04/24
1424,696,cc,"1508,97",pyg,2024/01/11
7479,1216,cc,31049.38,USD,2024/04/06
8930,184,CA,"35563,71",USD,2024/08/24
239,733,ca,,pyg,06/10/2024
3091,1222,CA,38834.09,USD,04-07-2024
732,1435,CA,abc,usd,2024/03/08
4202,1237,cc,"19575,22",PYG,2024/08/12
372,848,CC,,usd,2024-04-19
7199,509,CA,abc,pyg,2024-09-24
4559,1820,CC,abc,usd,27-10-2024
8812,1564,CA,,pyg,09-08-2024
5688,34,CC,"15598,15",USD,22/05/2024
4618,1601,ca,abc,pyg,28/02/2024
9840,1302,CA,"8153,41",pyg,10/06/2024
5237,1288,ca,,USD,08-09-2024
3907,690,CA,43339.76,pyg,2024/12/18
3026,365,ca,46767.11,USD,2024/02/11
6088,1919,CA,9296.33,USD,2024-10-07
408,202,cc,26833.55,pyg,2024-10-07
3182,1577,ca,"43973,94",PYG,25-11-2024
8331,1785,CA,abc,USD,2024-01-19
1201,870,ca,abc,PYG,2024-09-01
1951,1672,CA,,PYG,2024-11-15
7225,814,CC,abc,pyg,2024/09/10
3949,168,ca,34471.89,PYG,2024-06-06
8419,1997,CA,41076.3,pyg,07-04-2024
10047,1735,cc,abc,PYG,2024/07/18
4790,527,CA,abc,PYG,2024-06-02
7876,1471,CA,abc,pyg,03/03/2024
7387,833,cc,,PYG,05/12/2024
8914,694,CA,14645.99,USD,2024/10/17
1648,1951,CC,abc,usd,09/08/2024
6756,217,cc,9370.0,pyg,2024-04-28
4359,1241,CC,abc,usd,2024/06/20
4325,1768,ca,"45595,95",usd,21-12-2024
4255,54,CA,abc,PYG,08/05/2024
6634,196,CA,17341.96,PYG,2024-10-05
2137,1746,cc,abc,pyg,18/05/2024
4339,958,CC,"16624,08",PYG,2024-11-14
6881,43,CC,abc,pyg,12-05-2024
8626,1795,cc,10846.41,pyg,2024/10/03
9898,1741,ca,,usd,27/09/2024
1175,1221,CC,5934.57,usd,13-12-2024
8608,1053,CC,,pyg,15/07/2024
8732,191,cc,"35861,52",PYG,2024/10/20
8241,1915,ca,2958.62,USD,03-05-2024
