id_transaccion,id_cuenta,fecha,monto,tipo,canal
4722,1306,14/09/2024,46592.95,DEBITO,online
2148,3939,23/06/2024,-31584.35,CREDITO,app
3775,3508,18-01-2024,-1868.21,credito,CAJERO
8197,2057,2024/01/28,5790.01,debito,CAJERO
4434,1300,2024/09/20,"-9912,08",credito,online
8290,4345,25-01-2024,abc,debito,ONLINE
9239,3664,2024-05-25,17625.42,CREDITO,ATM
8773,1286,02/11/2024,abc,debito,ATM
5420,4062,2024-05-16,abc,DEBITO,ATM
9091,1536,2024-06-20,"-17617,82",DEBITO,app
9646,4634,2024-04-11,-7977.87,debito,ATM
4573,1438,04-02-2024,abc,credito,ATM
9709,4890,24-06-2024,-29093.69,DEBITO,ONLINE
4373,2322,2024-01-23,-7013.21,DEBITO,online
6798,4827,2024/04/03,abc,CREDITO,online
6086,3653,23/11/2024,"1158,66",debito,ATM
6178,4311,23/12/2024,abc,DEBITO,app
9587,3169,2024/12/05,"4936,12",credito,app
1438,2107,16/02/2024,"9585,52",CREDITO,ATM
10649,4799,2024/12/12,abc,credito,online
1815,2815,2024/01/24,"14942,26",DEBITO,ONLINE
3044,2784,16-01-2024,"-15797,00",debito,app
4415,4310,2024/02/23,13419.73,credito,CAJERO
1957,3140,2024/05/06,49315.07,debito,CAJERO
8803,2343,19/05/2024,abc,debito,online
6765,2924,2024/04/21,"-9812,25",DEBITO,ONLINE
1995,4120,2024/04/01,34859.39,CREDITO,ATM
6784,691,06/07/2024,abc,credito,ONLINE
4041,3912,09-09-2024,"-16387,30",CREDITO,CAJERO
9406,4240,10/11/2024,23646.25,credito,CAJERO
9909,4483,07-02-2024,-41010.68,debito,ONLINE
10149,2923,08-03-2024,"690,55",debito,ATM
8161,4311,05/06/2024,"3461,02",DEBITO,CAJERO
10849,2848,2024-06-14,abc,CREDITO,ATM
9547,1982,10-08-2024,-1512.72,CREDITO,ONLINE
8735,1390,2024-08-04,abc,credito,app
4002,1643,2024-08-03,abc,debito,CAJERO
10482,3100,23-03-2024,abc,credito,app
5671,2946,12/08/2024,abc,DEBITO,CAJERO
9103,1671,2024/10/16,abc,credito,CAJERO
1012,1864,2024-06-07,"-9777,99",credito,app
7143,2728,28/11/2024,"-5712,57",credito,app
6731,4246,2024-04-05,-23577.55,debito,app
4297,3154,09-09-2024,"13343,29",DEBITO,online
3157,4825,15-06-2024,-36264.95,CREDITO,app
4013,1464,25/06/2024,abc,CREDITO,online
10711,4222,2024-02-08,abc,debito,app
5194,2270,11/08/2024,"3231,45",credito,ONLINE
8619,1542,2024-06-08,-27051.17,debito,ONLINE
8035,408,2024/11/21,abc,DEBITO,ONLINE
5355,4500,2024/02/02,-26057.43,DEBITO,CAJERO
6932,2563,2024/10/10,6398.94,debito,CAJERO
6973,1392,06/02/2024,abc,DEBITO,online
9672,2156,01-08-2024,abc,debito,CAJERO
3862,1059,2024/05/03,abc,CREDITO,CAJERO
2377,2727,03-07-2024,"-15528,70",debito,CAJERO
10521,1770,2024/03/03,abc,CREDITO,online
9262,1717,18/09/2024,abc,credito,online
2470,4515,19/07/2024,abc,debito,CAJERO
1670,4624,2024/03/23,"-1018,90",DEBITO,ONLINE
7741,3278,19-06-2024,40929.14,debito,CAJERO
9075,1901,24-05-2024,abc,DEBITO,ATM
2198,4340,24/04/2024,"-13452,73",CREDITO,app
4951,950,22-03-2024,-47797.21,credito,online
8136,746,22-09-2024,"16969,57",debito,ATM
6457,1001,22/02/2024,"-11862,35",debito,ONLINE
2260,4934,2024/02/08,-17372.52,debito,ATM
10532,1445,16-06-2024,abc,DEBITO,ONLINE
5964,2251,2024/08/25,-12593.89,debito,online
1267,246,2024/04/09,37630.88,debito,online
8641,1591,08-06-2024,abc,credito,online
4913,4496,2024-02-26,abc,debito,online
10140,864,2024/04/02,"14263,19",debito,app
6271,993,23-07-2024,"-11353,69",CREDITO,ONLINE
6193,1465,26-08-2024,abc,debito,app
6056,497,06-01-2024,-19970.81,DEBITO,ATM
3611,4082,28-04-2024,"-11426,06",debito,app
7791,530,2024/03/13,abc,credito,CAJERO
7021,4090,09/09/2024,17497.98,DEBITO,ONLINE
7383,1078,2024/03/09,"-13801,16",debito,CAJERO
3537,943,2024/08/17,"-10939,82",debito,CAJERO
7716,4653,12/07/2024,"14070,89",credito,CAJERO
5974,1345,2024-05-23,26853.24,DEBITO,app
3522,2289,25/02/2024,abc,credito,app
5417,1935,10-09-2024,abc,debito,online
6388,2645,08-02-2024,abc,credito,app
9399,4020,2024/07/26,-48039.93,CREDITO,CAJERO
9593,1007,2024/04/28,"-12805,30",credito,ONLINE
6369,2445,2024/07/28,"-1272,10",debito,app
1069,1691,22/10/2024,abc,DEBITO,app
5639,2439,2024-09-28,25340.98,CREDITO,app
4755,667,26/01/2024,15194.48,CREDITO,online
5894,1805,2024-12-28,41450.43,credito,app
6500,2789,02/06/2024,"-19925,04",CREDITO,CAJERO
8337,4038,2024/03/16,-3238.84,CREDITO,ONLINE
10721,1985,2024-05-07,41295.58,debito,ATM
5046,1464,2024/08/19,"17447,08",CREDITO,ATM
1508,4969,2024-11-21,"7088,79",credito,ATM
7301,1535,2024-12-19,abc,credito,ATM
2901,705,06-04-2024,"12659,74",CREDITO,ATM
2505,1682,2024-02-07,abc,CREDITO,CAJERO
6664,3362,2024/06/12,abc,credito,ATM
1255,2402,15-12-2024,12912.43,debito,online
7850,3543,07/09/2024,"-12099,30",credito,CAJERO
8484,3300,2024/05/18,17245.59,debito,online
10584,4728,2024-11-24,"-17128,79",credito,ATM
8128,4711,18/01/2024,abc,DEBITO,app
3182,2843,2024-07-28,"15687,15",debito,ATM
7118,3221,2024/05/25,14215.29,DEBITO,ATM
1785,3119,2024-05-02,abc,credito,online
7164,1750,05-05-2024,abc,credito,ATM
5627,1952,03/02/2024,2411.09,debito,ATM
1170,2035,08-07-2024,-14374.39,CREDITO,CAJERO
1571,2890,10/04/2024,abc,CREDITO,CAJERO
6486,1920,2024-06-18,abc,debito,CAJERO
9115,2165,2024-05-27,"16909,26",CREDITO,ONLINE
6551,3857,21-12-2024,8624.11,CREDITO,CAJERO
3705,1606,24-01-2024,"-15092,75",credito,online
1302,224,2024-01-27,-21071.26,CREDITO,ONLINE
1500,2502,2024/08/11,-41829.27,DEBITO,ATM
6732,1689,11/12/2024,-41850.03,DEBITO,CAJERO
8045,2560,18/05/2024,"6785,91",CREDITO,ONLINE
9837,375,2024-01-19,"561,70",DEBITO,ATM
6813,4191,2024-02-23,abc,CREDITO,ONLINE
4392,3831,2024-12-24,abc,credito,ATM
2742,1759,06-02-2024,abc,credito,app
8258,1241,2024-12-13,-25583.31,debito,ATM
5804,2695,04/09/2024,-24912.33,debito,online
7513,2174,2024/05/20,-46545.99,CREDITO,CAJERO
9537,483,08/08/2024,abc,credito,app
9192,3171,2024-01-19,"-1908,94",credito,app
7564,781,01-12-2024,"4045,68",debito,online
6849,4481,11/12/2024,abc,CREDITO,ONLINE
2059,2211,22/07/2024,abc,DEBITO,app
8420,4125,02/07/2024,abc,CREDITO,ATM
10894,2524,2024/03/23,1320.0,CREDITO,ATM
7322,254,19/07/2024,"17431,88",DEBITO,online
10770,1257,2024-03-16,abc,CREDITO,online
6099,4328,2024-02-27,abc,debito,online
2096,2653,13-04-2024,abc,DEBITO,CAJERO
9795,2508,22/09/2024,abc,credito,ONLINE
4992,2374,17/08/2024,"16066,79",CREDITO,ATM
9748,1404,17-09-2024,40818.28,credito,CAJERO
2820,3552,18-06-2024,"-10061,65",debito,ATM
1453,1209,2024-02-22,abc,debito,CAJERO
6237,109,08/07/2024,12176.53,credito,CAJERO
5307,3412,07/07/2024,abc,credito,online
3752,3968,04-07-2024,"-18221,80",CREDITO,app
1392,1757,15-05-2024,abc,credito,CAJERO
6170,4831,2024-04-04,29127.53,debito,ATM
8669,1221,02/10/2024,abc,CREDITO,online
1867,420,2024/10/07,"-12409,42",credito,ATM
6353,302,2024-04-17,"-8500,82",credito,online
5758,2824,08/04/2024,abc,CREDITO,online
4448,1738,2024-03-18,"15126,43",CREDITO,ATM
3214,779,18-01-2024,10753.35,debito,CAJERO
3022,3357,2024/02/07,abc,credito,ONLINE
6153,3268,2024/04/05,"3310,22",CREDITO,app
9478,3031,15/11/2024,abc,credito,app
8700,2103,11-12-2024,37831.17,debito,ATM
5192,789,2024/06/11,-25429.72,CREDITO,CAJERO
8895,339,2024-03-18,"9905,13",credito,app
10534,4814,2024-01-19,"-18154,46",CREDITO,online
2983,3320,2024/07/28,abc,CREDITO,app
10562,946,16-02-2024,49062.12,CREDITO,ONLINE
3943,4344,26/03/2024,5427.68,DEBITO,CAJERO
3858,2712,28/01/2024,abc,debito,app
8116,3133,19/08/2024,18210.81,CREDITO,online
5333,2102,2024-01-17,-46642.97,DEBITO,app
9854,642,2024-06-03,"-19091,31",debito,ATM
1471,4773,2024-09-10,-2407.71,debito,online
2476,4604,2024/11/03,-48772.92,credito,ATM
7022,3195,2024/02/01,abc,credito,ONLINE
3008,4953,21/04/2024,39789.15,debito,ONLINE
6846,4778,15/10/2024,"13820,30",CREDITO,CAJERO
4834,3387,10-10-2024,abc,DEBITO,online
3189,4705,2024/02/01,"-5850,50",credito,app
3894,2098,03-11-2024,-48232.22,credito,ONLINE
7548,2706,2024-06-23,abc,credito,app
7674,3987,21/12/2024,-38430.0,credito,ONLINE
7801,2646,2024/08/01,4509.32,CREDITO,CAJERO
5195,2079,2024-04-02,-28466.4,DEBITO,ATM
2605,4603,13-05-2024,"-9622,97",DEBITO,online
9564,3392,2024/12/09,abc,debito,ATM
2547,3672,26-06-2024,"-1478,81",debito,app
4245,1915,2024/05/14,"-10242,08",credito,ATM
4587,1409,25/03/2024,-49678.75,credito,online
3929,770,2024-12-26,"13663,05",CREDITO,ONLINE
8177,2906,27/06/2024,-442.27,CREDITO,CAJERO
1817,3934,2024-08-12,abc,credito,online
5858,1909,17/10/2024,"139,14",debito,online
9578,1909,2024/06/02,abc,debito,CAJERO
10124,4435,2024/12/11,38603.29,debito,CAJERO
10375,3622,2024/05/24,"-18954,74",credito,CAJERO
9927,3498,19-06-2024,"4319,12",DEBITO,ONLINE
1321,781,24-08-2024,11905.24,CREDITO,ONLINE
3728,3930,27-04-2024,"-17605,58",CREDITO,ONLINE
7058,1275,27-03-2024,-4290.61,CREDITO,ONLINE
8489,407,05-10-2024,"-3556,48",credito,ONLINE
6172,995,2024-06-22,abc,DEBITO,ONLINE
3567,333,09-01-2024,abc,DEBITO,ATM
7528,2785,2024-11-28,"-15042,12",debito,ONLINE
8957,2651,12/02/2024,-42226.13,credito,app
3091,998,2024-01-07,"-15436,52",CREDITO,app
8555,4939,22/11/2024,-2654.78,CREDITO,app
4906,440,2024-11-03,abc,credito,app
4854,2012,07-03-2024,abc,DEBITO,app
4546,2829,2024/10/22,"2384,37",debito,ONLINE
7682,2212,20-04-2024,"-12365,23",credito,online
8690,739,2024/11/28,abc,credito,ATM
4782,3237,09-08-2024,25655.13,credito,online
9732,1990,2024-05-14,"-7887,19",CREDITO,online
7602,4618,2024/09/28,-46550.74,debito,CAJERO
4613,2011,27/11/2024,-16540.3,credito,ATM
7441,2038,2024-07-01,"157,94",credito,app
6130,2567,27-08-2024,"14923,06",credito,ONLINE
9925,2757,25-10-2024,"-18237,67",credito,ATM
10027,2196,06-04-2024,abc,debito,ONLINE
4966,1262,10/02/2024,"-9080,22",debito,ATM
5501,3833,01/11/2024,11438.05,credito,ONLINE
7234,386,2024-08-20,abc,CREDITO,online
9375,1071,2024-03-11,abc,credito,ONLINE
6906,1611,2024-05-19,"18043,43",DEBITO,online
10854,264,2024-11-07,16312.48,CREDITO,ATM
6104,2987,11-10-2024,"-3946,34",credito,ONLINE
2631,1178,2024-01-07,abc,CREDITO,CAJERO
3612,4596,12/06/2024,"-10373,35",DEBITO,CAJERO
4109,2356,26/12/2024,abc,CREDITO,ATM
4868,2317,22/09/2024,abc,credito,app
3136,2938,2024-12-10,"-117,34",debito,online
1908,1189,2024/11/13,19443.9,credito,app
3103,3936,2024/11/20,"-5571,09",debito,ONLINE
4106,1952,01-08-2024,49563.24,credito,ONLINE
9338,364,2024/04/06,41315.6,CREDITO,app
3021,1399,2024/07/08,"-5415,10",DEBITO,ATM
7821,2141,05/09/2024,"7320,57",debito,ATM
4640,3412,03-04-2024,-27784.53,debito,online
3146,4696,17/12/2024,"12397,07",debito,CAJERO
10925,661,2024/10/22,"13353,30",debito,ATM
7439,2058,02-04-2024,-17467.75,DEBITO,ATM
6328,2505,2024-06-07,abc,debito,ATM
9064,2949,28-11-2024,abc,CREDITO,online
9588,4160,12-09-2024,"-990,25",credito,app
4151,4196,2024/09/02,abc,debito,online
5303,4499,2024/08/12,abc,CREDITO,ONLINE
7819,4758,10/03/2024,"2122,88",DEBITO,CAJERO
5173,3321,06/02/2024,"10845,12",credito,online
8632,488,23/10/2024,abc,DEBITO,online
3865,775,2024/03/20,abc,CREDITO,CAJERO
10488,3245,03/11/2024,33830.43,CREDITO,app
6508,3787,02/02/2024,-20032.72,credito,online
1761,2918,2024-12-03,abc,credito,online
10717,1552,2024/10/07,-31148.07,credito,app
4788,1960,08/11/2024,30592.74,DEBITO,app
1789,375,2024-08-28,abc,debito,app
4080,1047,2024-08-16,"7219,39",CREDITO,CAJERO
5565,460,22/05/2024,"7334,97",debito,online
3796,1925,2024-06-08,-9323.53,debito,app
4430,4176,16-02-2024,"-276,71",CREDITO,app
5696,4321,28/02/2024,abc,CREDITO,ATM
3070,3522,2024-09-03,"-16599,79",debito,app
7858,4274,2024/04/11,-3150.01,CREDITO,ATM
4490,4084,21/11/2024,-16677.7,CREDITO,online
7416,4967,25-12-2024,abc,debito,app
10980,2800,2024-10-10,"-4282,07",debito,ATM
1486,3338,2024/03/24,abc,DEBITO,ATM
6277,1073,24-02-2024,"15891,23",credito,app
6203,4275,14/05/2024,abc,DEBITO,CAJERO
4576,156,09/11/2024,11331.06,CREDITO,ATM
10057,4162,2024/04/23,"6639,96",DEBITO,ONLINE
5667,361,10/05/2024,abc,debito,online
5034,533,2024-01-10,45739.94,DEBITO,app
5293,4141,2024/06/12,"-14610,65",credito,ATM
8201,1739,21/02/2024,-26098.41,DEBITO,ONLINE
10226,237,19/05/2024,-33717.01,credito,ONLINE
3135,3153,2024/12/22,"12681,23",DEBITO,ATM
9344,949,26-04-2024,"1704,01",debito,CAJERO
5821,2067,2024/04/01,abc,debito,online
9976,2608,08-04-2024,abc,debito,online
3687,912,27/03/2024,abc,CREDITO,CAJERO
4639,2914,08-05-2024,abc,debito,app
3798,1741,2024-10-04,"17389,99",credito,ONLINE
9476,3375,2024-11-18,"-15814,32",DEBITO,ATM
7348,1508,11-11-2024,abc,credito,ONLINE
4168,2101,2024-06-25,abc,debito,CAJERO
8791,2589,22-03-2024,23680.23,CREDITO,CAJERO
4196,3279,2024-05-10,abc,CREDITO,app
2311,2940,2024-02-23,"4797,34",CREDITO,online
9122,837,01/01/2024,"19594,25",DEBITO,online
3359,4263,2024-01-19,35059.58,CREDITO,online
2580,1043,2024/10/08,"14569,32",debito,CAJERO
8051,1157,22/11/2024,"-15992,46",CREDITO,app
2521,4969,2024-09-08,abc,CREDITO,ONLINE
6135,694,04/06/2024,abc,DEBITO,ATM
1819,1830,2024/01/17,-48866.72,DEBITO,CAJERO
1495,3916,2024-07-25,-48.48,credito,ONLINE
1163,3133,12/10/2024,abc,credito,CAJERO
1060,2320,01/03/2024,-29318.99,debito,app
10225,3497,21-10-2024,abc,CREDITO,CAJERO
4092,268,2024-05-23,"2650,24",credito,CAJERO
9357,3724,26/01/2024,-16220.9,debito,ATM
3172,2791,2024-12-27,abc,CREDITO,ONLINE
4816,4978,2024/09/16,abc,DEBITO,app
10404,972,2024/06/22,-45604.39,CREDITO,CAJERO
6645,3771,08-03-2024,"10134,61",debito,CAJERO
7676,3147,2024/10/07,-48786.81,debito,CAJERO
1490,4941,22-04-2024,49331.33,DEBITO,CAJERO
3995,4475,25-03-2024,"-366,39",debito,ATM
6110,2221,2024-06-06,"13285,51",credito,online
2232,107,2024/12/05,"-19479,63",debito,ATM
5854,1977,2024-08-22,abc,credito,online
5116,1204,2024-12-27,-19456.56,debito,online
10620,3304,16/08/2024,20039.34,DEBITO,ONLINE
10280,4578,21/07/2024,-13092.84,debito,app
2228,1220,2024-10-10,abc,DEBITO,app
5084,182,02-01-2024,abc,CREDITO,CAJERO
4726,759,03/09/2024,-26548.21,DEBITO,ONLINE
5213,2205,2024/03/18,5380.36,debito,app
6433,2184,2024/03/14,abc,DEBITO,CAJERO
6227,1746,10-12-2024,"18728,72",credito,CAJERO
3852,4044,2024-06-02,"5654,12",DEBITO,app
6038,1713,26-04-2024,-48058.02,credito,app
9827,4023,2024/01/24,"-11201,52",DEBITO,online
3345,4887,26-01-2024,"11297,12",credito,app
7337,4503,03-05-2024,"-11321,81",debito,app
5960,3865,14-04-2024,abc,debito,online
3078,1904,2024/12/18,"-9615,65",DEBITO,ATM
7846,798,17-12-2024,4849.41,CREDITO,CAJERO
10257,314,21-05-2024,5824.89,debito,ONLINE
10379,1321,08-08-2024,"6140,31",debito,ATM
2276,304,25-04-2024,abc,debito,CAJERO
9092,2594,2024-10-08,-36530.27,CREDITO,CAJERO
4482,3985,18-10-2024,12858.9,CREDITO,app
1202,2750,05/10/2024,-27288.57,credito,ATM
8452,3408,2024-05-01,"16045,82",CREDITO,CAJERO
6699,4203,22-10-2024,abc,debito,ONLINE
1010,1210,2024-11-04,abc,CREDITO,CAJERO
2536,360,2024/04/03,abc,DEBITO,ATM
4867,4448,26-01-2024,abc,CREDITO,app
1982,3674,2024/04/04,629.05,DEBITO,app
2610,1329,28/07/2024,abc,debito,online
5027,2736,04-05-2024,"-14589,72",debito,ATM
10335,819,28-04-2024,abc,debito,online
7862,1555,01/03/2024,38648.35,debito,CAJERO
7302,4786,11-02-2024,"-7845,28",credito,ONLINE
7477,2245,2024/02/03,"3699,86",debito,ATM
5260,4421,2024/01/12,-1297.85,DEBITO,ONLINE
1538,1495,13-07-2024,abc,DEBITO,app
9296,994,2024-11-17,-49891.6,debito,app
3828,788,2024-08-02,10921.53,CREDITO,ATM
5091,1571,08/05/2024,abc,credito,app
8133,3045,2024/08/06,31192.24,debito,ONLINE
1171,3487,2024/07/22,abc,debito,online
4291,2829,25-02-2024,"-2338,45",credito,ATM
10821,3092,09/03/2024,-1538.18,credito,ATM
5633,3397,2024/08/08,"17254,44",CREDITO,ONLINE
3292,623,21-03-2024,-36774.06,CREDITO,CAJERO
6886,167,2024/12/08,abc,debito,CAJERO
5403,1547,22/08/2024,abc,CREDITO,ONLINE
5555,2246,22-10-2024,-4647.56,CREDITO,ONLINE
3677,4628,05-09-2024,-22599.0,DEBITO,online
5517,2053,10/04/2024,abc,debito,online
6841,4766,17-10-2024,abc,CREDITO,online
6830,3344,2024/02/01,abc,CREDITO,ATM
4419,3054,18-11-2024,"-18822,16",CREDITO,ONLINE
6771,2097,2024/10/13,37401.85,CREDITO,CAJERO
8046,3765,2024/09/16,"-13944,87",debito,ATM
1343,3624,2024/03/25,abc,credito,online
3459,856,2024/02/01,39730.52,DEBITO,CAJERO
10883,2533,2024/11/06,"-19627,80",DEBITO,app
7868,3810,2024/02/12,"-18610,05",DEBITO,ONLINE
1989,4374,2024/04/11,abc,CREDITO,ATM
6490,671,2024-10-19,abc,DEBITO,CAJERO
7563,1957,09-10-2024,5439.77,debito,CAJERO
5185,3340,2024-02-24,"15407,15",CREDITO,ATM
1847,2904,12/02/2024,-9500.62,debito,online
10192,4726,2024-11-14,"-12825,82",debito,CAJERO
4103,3419,24/06/2024,abc,debito,ATM
8325,3995,25-10-2024,-12777.02,credito,CAJERO
6898,1039,2024/11/06,"-1317,21",CREDITO,CAJERO
3088,2963,2024-10-06,"18943,87",CREDITO,ONLINE
8892,1170,2024/03/15,abc,credito,app
10639,557,2024-04-28,"34,05",CREDITO,online
9642,4617,2024-09-06,13656.0,credito,CAJERO
10378,1412,24/04/2024,"-18842,98",DEBITO,app
4163,3032,2024-12-12,37696.36,DEBITO,online
8662,4573,2024-04-03,abc,credito,ATM
2259,2583,10/03/2024,abc,debito,ONLINE
5505,4399,08-03-2024,abc,DEBITO,CAJERO
3507,1343,26-02-2024,abc,credito,app
5991,2863,07/03/2024,26781.72,CREDITO,CAJERO
8901,184,25-08-2024,abc,credito,ONLINE
1846,1620,2024/06/15,"-3693,94",debito,online
7667,1673,13/10/2024,"-12714,70",credito,CAJERO
8793,4120,2024-03-24,abc,debito,app
8828,2830,28-01-2024,-39845.54,debito,ATM
3287,1562,2024-02-19,16003.06,DEBITO,online
5640,1845,10-05-2024,"15781,96",credito,app
2846,3665,2024-06-02,30729.56,debito,online
8055,4958,05-12-2024,"-18635,73",debito,app
10011,158,2024-03-25,7444.58,CREDITO,app
10329,1788,2024-07-09,abc,credito,ONLINE
10500,280,14-09-2024,-16274.58,DEBITO,ONLINE
9981,512,2024/05/10,"-6282,35",DEBITO,app
3484,4289,28-04-2024,"2790,59",CREDITO,app
5414,3670,23/06/2024,"12812,63",debito,ATM
1426,3258,2024/08/02,abc,credito,app
6116,1749,2024-08-11,abc,debito,online
3758,4044,10-12-2024,-20479.25,CREDITO,online
10632,4294,2024-11-04,10275.32,CREDITO,online
1264,4948,14/11/2024,11290.28,CREDITO,app
9079,4358,21/10/2024,-27460.4,credito,ATM
1569,3470,09-08-2024,"-7158,79",DEBITO,ATM
9773,592,2024-05-16,-35929.62,debito,ATM
5169,3752,2024-02-06,"-8619,98",debito,app
2922,4449,2024/07/21,"14562,31",CREDITO,ATM
6869,934,2024/09/26,abc,CREDITO,ATM
2085,4025,2024/07/12,"5857,17",debito,ATM
9306,571,20-04-2024,-5998.71,DEBITO,ATM
7939,2287,2024-08-16,"-16949,28",CREDITO,CAJERO
2337,1416,05-02-2024,"-19816,55",debito,app
8822,1049,2024/10/13,"-13376,54",debito,online
8510,185,2024/06/24,"14190,77",CREDITO,app
5557,455,2024-08-13,"5506,38",debito,ONLINE
6005,3232,22/11/2024,"3903,66",CREDITO,ATM
10296,2877,2024/05/27,abc,debito,ONLINE
10069,4645,21/02/2024,16719.17,CREDITO,app
3075,1910,2024/09/11,23291.0,DEBITO,app
10707,1170,2024/05/26,abc,credito,CAJERO
8608,394,2024/10/13,abc,debito,ONLINE
6581,2510,2024-07-14,abc,debito,online
1734,291,17/06/2024,39371.36,credito,ATM
6080,788,2024/10/01,abc,CREDITO,CAJERO
8685,4610,15/05/2024,"-9533,93",debito,ONLINE
2064,820,26-11-2024,"666,70",DEBITO,ATM
8400,4984,2024-06-02,10008.26,credito,app
8070,321,2024-06-12,-17123.66,debito,ONLINE
2365,921,03/07/2024,"-13571,90",debito,CAJERO
1918,4616,2024/10/26,"14998,51",CREDITO,ONLINE
9441,3620,10/08/2024,"15556,99",DEBITO,ONLINE
10295,1694,26-08-2024,-28688.21,credito,CAJERO
2577,3913,10-06-2024,32047.76,credito,CAJERO
1241,4380,2024/05/07,abc,credito,ONLINE
8721,1337,20-06-2024,abc,debito,app
2599,930,03/10/2024,-34754.62,CREDITO,ATM
2591,2272,2024-11-16,"5371,66",DEBITO,ATM
9256,3946,2024/07/20,"-7053,59",debito,app
5691,3532,2024/11/28,23981.35,debito,app
8540,4102,12/04/2024,-37003.0,CREDITO,ONLINE
1809,4068,2024-10-11,41079.87,debito,CAJERO
2108,571,08-08-2024,"7988,81",debito,CAJERO
10951,3187,2024-06-25,"-16079,18",CREDITO,app
10753,2435,19-03-2024,-23051.43,credito,ATM
3439,2131,2024/01/01,15223.03,credito,online
10941,737,08/12/2024,39975.28,DEBITO,app
6658,877,2024/01/09,abc,credito,online
8097,3931,2024/08/04,-1391.95,credito,CAJERO
4871,3074,22/12/2024,"-19581,57",credito,online
7025,4676,2024/07/08,12763.14,DEBITO,CAJERO
3208,4888,03/04/2024,"-1956,16",DEBITO,ONLINE
6460,3279,2024/10/19,abc,credito,ATM
9106,3022,2024/08/27,"-6395,78",credito,online
1399,3675,2024-02-16,-17559.95,DEBITO,CAJERO
5970,3287,05/12/2024,14313.1,debito,CAJERO
9462,2523,03-09-2024,abc,CREDITO,app
1332,2841,07/07/2024,40055.22,CREDITO,ONLINE
6042,4099,19/03/2024,18620.68,debito,online
