id_cuenta,id_cliente,tipo_cuenta,saldo_inicial,moneda,fecha_apertura
4806,420,ca,35703.56,pyg,2024-04-13
3496,1513,ca,44801.87,pyg,2024-02-04
4418,11,ca,,pyg,2024-10-19
737,1409,ca,32462.3,pyg,2024-06-09
6128,127,cc,23775.31,usd,2024-06-28
1263,1596,ca,,usd,2024-10-16
2133,1444,cc,,usd,2024-02-28
4370,892,ca,,pyg,2024-12-06
7425,235,ca,36935.87,usd,2024-06-02
2537,507,ca,27687.8,usd,2024-10-11
6087,983,ca,,usd,2024-05-04
8593,1856,ca,16556.99,pyg,2024-10-04
4214,817,cc,32729.85,usd,2024-12-17
7551,1443,ca,6768.42,usd,2024-01-27
8605,860,cc,37589.05,usd,2024-01-01
1048,210,ca,41532.59,usd,2024-07-17
1101,1666,cc,14085.37,pyg,2024-11-07
3142,1344,ca,35582.91,usd,2024-05-21
1704,1267,ca,,usd,2024-06-01
8042,1016,cc,28008.46,pyg,2024-02-17
2633,857,cc,,usd,2024-04-15
1457,1885,ca,,pyg,2024-06-05
4796,305,cc,,usd,2024-05-05
4296,1623,ca,31643.57,usd,2024-09-11
6230,636,cc,,usd,2024-05-11
7186,1256,cc,,usd,2024-09-23
8461,630,cc,9236.95,usd,2024-05-06
7156,603,cc,,pyg,2024-08-24
9668,371,cc,,pyg,2024-05-05
6917,482,ca,1031.58,pyg,2024-03-05
4424,456,ca,,usd,2024-08-15
8717,1731,ca,3219.19,usd,2024-06-17
8832,701,cc,,pyg,2024-12-13
2058,1612,cc,29844.72,usd,2024-05-12
6714,144,cc,,pyg,2024-06-03
1720,1345,ca,,pyg,2024-01-23
9852,1084,ca,,pyg,2024-11-24
9879,193,cc,31126.69,pyg,2024-12-24
7909,139,cc,,usd,2024-04-19
1519,702,ca,34744.96,pyg,2024-07-28
4740,422,cc,24609.95,usd,2024-10-15
6109,37,ca,,pyg,2024-02-18
4126,1124,cc,24185.93,usd,2024-07-27
2178,1103,ca,38124.27,usd,2024-04-05
8736,266,ca,42222.99,pyg,2024-07-04
8545,499,cc,27645.86,pyg,2024-02-16
8239,1290,ca,12489.83,usd,2024-01-16
3180,666,cc,11163.42,usd,2024-05-17
3368,515,cc,,pyg,2024-11-22
6360,1326,cc,37012.42,pyg,2024-03-05
2638,297,ca,,pyg,2024-04-17
4408,1705,ca,28584.2,pyg,2024-07-27
6789,161,cc,,pyg,2024-07-06
1295,1703,ca,,usd,2024-09-21
6244,1619,cc,35706.59,usd,2024-07-08
7572,1167,ca,,pyg,2024-09-01
5241,250,cc,,usd,2024-06-19
9378,1137,ca,39674.39,pyg,2024-11-02
472,1513,ca,,usd,2024-09-06
6558,645,cc,12000.83,usd,2024-04-17
1266,625,cc,25186.42,usd,2024-10-21
3121,842,ca,35343.39,usd,2024-02-22
6276,1072,cc,32763.42,pyg,2024-12-04
8565,752,ca,6716.14,pyg,2024-02-17
899,347,ca,8665.77,pyg,2024-02-10
1728,127,cc,,usd,2024-03-24
407,731,ca,,usd,2024-12-09
5145,802,ca,9859.77,usd,2024-01-13
9654,1431,cc,15909.03,pyg,2024-07-16
2381,1873,cc,,usd,2024-03-02
8854,1460,ca,12924.67,usd,2024-07-17
7358,1937,ca,,pyg,2024-04-09
4669,23,ca,27428.1,usd,2024-07-14
4996,694,cc,34862.85,usd,2024-12-05
9415,1492,ca,,usd,2024-09-23
7448,1401,cc,47890.3,pyg,2024-09-11
4692,1284,cc,,pyg,2024-07-11
1149,533,cc,,pyg,2024-11-10
6532,917,cc,,pyg,2024-01-28
7785,1976,cc,,usd,2024-03-13
1583,79,cc,24734.89,usd,2024-05-23
3631,437,cc,47897.51,usd,2024-06-19
5048,856,ca,,pyg,2024-03-14
8502,872,cc,27641.3,pyg,2024-09-23
9986,1365,cc,,usd,2024-03-10
9458,317,cc,,usd,2024-03-26
6342,1927,cc,30555.56,pyg,2024-04-08
4802,1239,cc,,pyg,2024-01-01
218,791,cc,29372.09,pyg,2024-12-03
1190,1601,ca,11362.99,usd,2024-08-20
6198,172,cc,15952.74,pyg,2024-11-11
8320,1396,cc,39181.26,usd,2024-04-23
8999,532,cc,31070.15,usd,2024-06-19
2375,1160,ca,49579.42,pyg,2024-11-11
3015,1556,cc,,pyg,2024-04-17
3532,1669,cc,35091.81,pyg,2024-08-24
2870,625,cc,,pyg,2024-01-11
2624,315,ca,,pyg,2024-09-21
9723,257,ca,,pyg,2024-06-22
5914,2000,cc,45215.37,usd,2024-06-23
224,1402,ca,,pyg,2024-03-20
769,1933,ca,,usd,2024-05-25
2709,1134,cc,,pyg,2024-12-27
1460,336,cc,,usd,2024-08-13
5232,240,cc,,pyg,2024-01-04
6766,1690,ca,23681.75,usd,2024-05-06
7740,617,ca,,usd,2024-07-10
5449,205,cc,,usd,2024-04-21
1687,871,ca,,usd,2024-03-22
5357,1893,ca,,pyg,2024-11-26
3826,1468,cc,41041.46,usd,2024-10-21
4712,1591,cc,47689.38,pyg,2024-10-19
9877,1620,ca,41887.36,pyg,2024-09-12
6321,324,ca,2366.28,pyg,2024-10-22
9326,677,cc,,pyg,2024-06-28
5280,1724,ca,,usd,2024-01-08
2739,774,cc,49974.03,pyg,2024-02-01
2153,1925,cc,12409.84,usd,2024-09-06
900,350,cc,,usd,2024-04-12
7088,512,cc,15684.88,pyg,2024-02-03
2576,1977,cc,21734.25,pyg,2024-06-24
3185,1327,cc,,usd,2024-12-20
1642,1890,ca,,usd,2024-10-13
8323,745,cc,,usd,2024-12-12
6038,1500,ca,37904.72,pyg,2024-09-18
5592,696,cc,22783.71,pyg,2024-10-07
4676,1369,cc,39814.53,pyg,2024-11-06
8093,711,ca,27061.41,pyg,2024-04-17
6660,1239,cc,3084.03,usd,2024-10-16
1070,1078,ca,21396.05,usd,2024-01-15
9393,315,cc,7477.25,pyg,2024-10-24
1049,1063,ca,20279.71,usd,2024-01-20
9974,95,ca,42157.74,usd,2024-02-21
3773,581,cc,9843.6,pyg,2024-02-20
715,1993,ca,,usd,2024-03-14
7078,811,ca,17607.23,usd,2024-02-25
8343,1497,ca,,usd,2024-06-19
5835,1541,cc,,pyg,2024-02-19
1308,105,cc,30340.91,pyg,2024-01-03
832,1267,cc,39322.56,usd,2024-12-27
8728,1321,ca,28320.87,pyg,2024-11-16
932,1910,cc,32270.81,pyg,2024-03-28
4518,1142,cc,,usd,2024-04-15
10043,1943,ca,,pyg,2024-03-01
2085,508,cc,,usd,2024-02-04
5685,667,cc,,pyg,2024-08-02
7482,469,cc,,pyg,2024-10-20
1585,631,cc,,usd,2024-11-11
7268,1428,ca,,pyg,2024-12-23
2357,630,ca,32237.75,pyg,2024-03-21
9495,1871,ca,32404.31,pyg,2024-06-28
2964,1085,ca,10287.23,pyg,2024-09-24
9498,1887,ca,3642.21,pyg,2024-11-11
3818,1328,cc,,pyg,2024-03-26
5809,737,cc,3823.36,pyg,2024-03-27
1754,1088,cc,,pyg,2024-07-20
5102,1288,ca,20640.99,usd,2024-09-02
5143,106,cc,,usd,2024-07-19
282,1667,cc,11970.02,usd,2024-05-26
9407,954,ca,47985.39,usd,2024-09-19
3455,630,ca,,pyg,2024-10-17
615,1705,ca,29333.13,pyg,2024-03-25
9381,1584,ca,,usd,2024-06-09
7700,1253,ca,33616.98,pyg,2024-01-15
8298,1570,cc,31675.04,usd,2024-02-25
4944,1137,ca,24821.7,pyg,2024-06-16
2945,370,cc,,pyg,2024-08-11
3103,1879,cc,45241.77,usd,2024-01-08
6661,325,ca,,pyg,2024-04-12
2875,482,ca,1652.88,pyg,2024-06-21
7386,688,cc,44844.58,pyg,2024-06-11
7824,982,ca,,usd,2024-03-21
1364,101,cc,,pyg,2024-04-09
1822,545,cc,,pyg,2024-02-15
5786,191,ca,,usd,2024-02-14
482,1153,cc,,pyg,2024-10-21
1645,1100,cc,40298.33,usd,2024-04-13
1753,583,ca,35251.23,pyg,2024-04-08
8014,1868,cc,,pyg,2024-03-27
6158,974,cc,2118.92,pyg,2024-09-24
7875,447,ca,,pyg,2024-01-02
6542,1213,ca,,usd,2024-07-10
9862,1443,cc,4629.7,usd,2024-02-03
5801,1064,ca,,pyg,2024-08-14
3355,1847,ca,23059.12,pyg,2024-06-13
7320,1201,ca,,pyg,2024-04-05
7809,287,cc,,pyg,2024-11-22
4173,1295,cc,36616.85,usd,2024-09-01
3088,1849,ca,,pyg,2024-05-20
6780,1997,cc,,pyg,2024-12-11
1986,138,ca,,usd,2024-01-02
2849,450,cc,,usd,2024-11-22
1276,1150,cc,6526.43,usd,2024-01-20
247,5,cc,,pyg,2024-04-11
7388,286,ca,30251.26,pyg,2024-11-25
1386,277,cc,,pyg,2024-09-04
5294,1945,ca,,pyg,2024-11-12
1509,1256,ca,,usd,2024-07-04
4607,136,ca,26092.51,usd,2024-07-12
4098,1600,ca,,pyg,2024-06-02
7887,1691,cc,17940.67,usd,2024-05-26
5027,764,cc,22501.71,pyg,2024-10-13
4737,1481,ca,,usd,2024-02-14
5019,1035,cc,40968.94,pyg,2024-08-15
4355,1755,ca,,pyg,2024-12-17
8646,834,ca,,pyg,2024-12-27
9694,826,cc,,pyg,2024-06-20
3911,912,ca,29557.66,pyg,2024-04-06
8811,469,cc,,usd,2024-08-11
604,437,cc,,pyg,2024-10-06
5839,1699,cc,43469.06,pyg,2024-12-18
8679,1826,ca,8879.81,pyg,2024-04-15
6839,1461,ca,3828.35,usd,2024-10-13
5779,947,ca,1949.14,pyg,2024-01-24
3648,1540,ca,,usd,2024-12-23
1112,188,ca,,usd,2024-10-10
140,1443,ca,36369.41,pyg,2024-02-05
5731,1804,ca,33820.99,pyg,2024-04-12
3177,1700,cc,,pyg,2024-07-22
4465,808,cc,49085.28,pyg,2024-12-15
632,110,cc,,pyg,2024-01-28
4267,144,ca,,usd,2024-12-03
423,496,ca,,pyg,2024-09-27
6936,476,ca,,pyg,2024-12-27
2535,519,ca,14584.98,usd,2024-03-04
4445,1229,cc,47123.61,usd,2024-06-17
7446,1871,ca,,usd,2024-11-08
6299,1142,ca,1724.76,usd,2024-06-14
5074,1173,cc,45269.12,usd,2024-11-03
2685,1151,ca,,pyg,2024-01-16
4488,1059,cc,33869.61,pyg,2024-03-26
4736,1795,ca,30024.54,usd,2024-12-14
9520,1571,ca,,pyg,2024-05-25
5973,90,cc,,usd,2024-07-16
7118,489,ca,,usd,2024-03-27
8858,1615,ca,16087.01,usd,2024-12-11
254,529,cc,39725.44,pyg,2024-07-22
1180,711,cc,,usd,2024-03-04
7702,1674,cc,,usd,2024-12-04
8827,1071,cc,10882.14,usd,2024-02-18
9160,522,ca,7106.25,usd,2024-05-15
4368,61,ca,41501.54,usd,2024-10-12
945,238,cc,,usd,2024-05-13
3437,374,ca,,pyg,2024-06-25
6375,582,cc,,pyg,2024-03-23
8822,1762,cc,10370.43,usd,2024-07-12
4703,641,cc,7601.99,pyg,2024-04-06
6975,180,ca,29984.51,usd,2024-02-02
5886,834,cc,7587.57,pyg,2024-07-24
9148,1776,cc,,pyg,2024-02-04
4966,146,cc,,usd,2024-01-11
7049,143,ca,48334.92,pyg,2024-03-06
6862,1484,ca,,usd,2024-08-04
9897,1305,ca,5290.63,pyg,2024-02-28
5726,1732,cc,,pyg,2024-11-14
3482,1761,cc,,usd,2024-08-18
4504,1182,cc,,pyg,2024-08-26
4196,1584,ca,,pyg,2024-01-11
8982,1843,cc,49780.98,usd,2024-07-10
9588,842,ca,,usd,2024-06-02
9303,1603,cc,19288.34,usd,2024-11-09
5516,147,ca,31427.07,pyg,2024-09-10
288,1113,cc,9779.1,usd,2024-09-14
7520,1576,cc,9621.62,pyg,2024-07-28
5142,414,ca,,pyg,2024-01-05
1228,406,cc,6795.1,usd,2024-09-11
1597,603,cc,24631.08,pyg,2024-09-21
9012,508,cc,,pyg,2024-03-18
2555,1598,ca,6519.55,usd,2024-02-18
5845,1415,cc,,pyg,2024-03-13
4182,35,ca,36152.8,pyg,2024-10-16
4476,880,cc,,pyg,2024-03-01
7814,714,cc,10115.33,pyg,2024-06-12
7545,1881,cc,35718.93,usd,2024-10-08
137,395,ca,,usd,2024-09-26
4216,1277,cc,26333.39,pyg,2024-03-19
431,391,cc,,pyg,2024-07-18
8474,1496,ca,33125.58,pyg,2024-06-16
4708,1324,cc,29721.83,usd,2024-07-08
127,689,cc,,pyg,2024-04-03
8448,210,ca,1202.96,usd,2024-07-01
1737,1397,ca,18000.9,usd,2024-06-08
5270,1214,ca,30652.27,usd,2024-09-07
4928,1078,cc,13771.99,pyg,2024-07-26
495,928,cc,,pyg,2024-08-12
8183,597,cc,,pyg,2024-03-15
1323,1773,cc,42926.05,pyg,2024-11-14
8345,1881,ca,14927.72,pyg,2024-08-16
8097,253,ca,49131.69,pyg,2024-09-15
486,1996,ca,,usd,2024-04-06
2227,1830,ca,30975.17,usd,2024-05-18
6207,776,cc,,usd,2024-12-22
2441,113,ca,14495.27,pyg,2024-09-28
5442,577,cc,44625.47,pyg,2024-09-04
2155,26,cc,33074.9,pyg,2024-02-24
5024,237,cc,,pyg,2024-06-06
3781,929,ca,30016.03,pyg,2024-02-25
3471,392,cc,14365.74,pyg,2024-10-12
4447,1870,ca,32813.85,usd,2024-08-16
2275,1664,ca,44839.26,pyg,2024-07-13
1779,1488,cc,,pyg,2024-03-15
5760,222,cc,38622.45,usd,2024-02-26
8562,258,ca,,usd,2024-11-15
7362,1473,ca,,pyg,2024-05-21
6418,828,cc,33438.26,usd,2024-02-09
436,1604,ca,,pyg,2024-07-26
5199,60,cc,11668.3,usd,2024-07-10
6641,1000,cc,49021.76,usd,2024-11-17
6995,1909,cc,,pyg,2024-01-27
5030,1889,cc,,usd,2024-12-08
1634,430,ca,22152.49,pyg,2024-11-07
6640,1023,cc,,pyg,2024-10-01
1097,1158,ca,15581.14,pyg,2024-12-06
8551,191,cc,,usd,2024-01-02
6350,128,ca,20755.48,pyg,2024-10-27
5367,484,cc,,usd,2024-07-14
1083,1970,ca,5570.03,usd,2024-09-05
2898,1267,cc,17212.76,usd,2024-04-17
6996,1969,ca,10458.93,pyg,2024-04-08
7183,102,ca,,usd,2024-10-10
6444,1820,ca,23988.43,pyg,2024-11-24
8919,1558,cc,38620.4,usd,2024-08-03
8187,254,ca,,pyg,2024-02-12
5523,1857,ca,,usd,2024-05-11
7122,1971,ca,,pyg,2024-02-22
1401,801,ca,,pyg,2024-06-04
3845,545,cc,,usd,2024-10-09
2906,1420,cc,,pyg,2024-06-02
8845,357,cc,11253.65,usd,2024-03-11
2415,1645,ca,,usd,2024-06-03
8122,9,cc,4191.71,usd,2024-01-17
6172,894,cc,4399.59,usd,2024-09-04
2031,380,ca,25536.48,pyg,2024-08-17
1438,699,ca,1379.51,usd,2024-04-08
3449,1261,ca,36721.35,pyg,2024-10-03
7140,1550,cc,,usd,2024-02-03
7347,856,ca,20912.02,pyg,2024-02-06
4132,1921,cc,,pyg,2024-02-16
5550,1028,ca,3522.21,usd,2024-07-17
4635,1649,cc,,usd,2024-07-24
5571,1489,cc,,pyg,2024-01-25
136,1654,ca,44713.04,pyg,2024-08-23
4529,1849,cc,,pyg,2024-11-05
9298,1413,cc,,pyg,2024-11-17
8989,388,cc,,usd,2024-05-03
2650,1570,ca,,usd,2024-06-14
548,983,ca,,pyg,2024-10-17
290,280,ca,5116.7,usd,2024-06-06
2105,830,cc,12362.0,usd,2024-03-12
9064,714,ca,,usd,2024-01-17
7323,273,cc,,pyg,2024-05-17
7326,957,cc,22872.82,pyg,2024-08-10
187,268,ca,15491.31,pyg,2024-03-07
3233,773,ca,38258.95,usd,2024-03-24
6830,1784,cc,,pyg,2024-03-12
6967,1430,cc,4339.25,pyg,2024-01-18
578,1170,ca,,pyg,2024-03-26
3350,566,cc,,pyg,2024-09-21
8836,872,cc,,pyg,2024-04-09
8481,399,ca,38703.26,pyg,2024-05-05
3296,254,cc,16545.93,usd,2024-05-07
2772,1201,ca,5182.65,pyg,2024-03-22
905,876,ca,25643.69,pyg,2024-05-26
3261,39,ca,15624.44,usd,2024-09-11
9357,426,cc,,usd,2024-02-12
3731,1139,cc,20817.77,usd,2024-06-24
6743,1787,ca,4334.97,usd,2024-06-21
9791,1618,cc,,pyg,2024-03-04
449,1351,cc,,pyg,2024-03-07
7882,1800,ca,13579.6,usd,2024-12-01
4115,1985,ca,,pyg,2024-04-15
8878,1383,ca,35691.58,usd,2024-09-22
6229,1964,cc,15587.97,pyg,2024-06-15
9228,47,cc,,pyg,2024-08-20
8962,10,ca,,pyg,2024-08-02
1622,218,cc,,usd,2024-10-23
5500,102,cc,,pyg,2024-08-22
200,249,ca,44681.49,usd,2024-07-02
9255,560,ca,39406.81,pyg,2024-01-18
8625,1625,cc,19094.91,pyg,2024-01-03
9409,601,cc,,usd,2024-04-12
386,853,cc,,usd,2024-06-10
5879,516,ca,,usd,2024-07-11
7056,76,cc,,pyg,2024-03-06
8942,1346,cc,,usd,2024-06-09
4516,438,cc,,usd,2024-09-10
5864,1275,cc,43125.16,usd,2024-10-23
2840,1883,cc,,pyg,2024-12-24
7759,1237,ca,31804.34,pyg,2024-08-19
6388,1658,ca,6823.18,usd,2024-11-09
7636,409,cc,,pyg,2024-09-12
7376,1087,cc,12329.87,usd,2024-01-06
404,1743,cc,6645.83,pyg,2024-07-17
1292,1539,ca,,usd,2024-05-06
4463,1056,cc,43518.83,pyg,2024-04-23
6903,301,cc,16440.38,pyg,2024-10-25
7637,1831,cc,24054.75,pyg,2024-11-09
1370,844,cc,14905.47,pyg,2024-08-21
9210,228,ca,27985.22,pyg,2024-02-09
4181,1894,ca,44556.55,usd,2024-03-26
3072,1527,ca,,usd,2024-12-10
874,850,cc,20469.09,usd,2024-03-26
8865,823,ca,27087.65,usd,2024-10-01
6708,1277,ca,,pyg,2024-11-15
7432,1092,cc,,usd,2024-07-24
3759,16,cc,13930.44,usd,2024-07-12
858,657,ca,,pyg,2024-01-10
9708,1064,cc,47184.31,usd,2024-10-10
178,752,ca,,pyg,2024-01-18
471,1241,ca,10450.06,usd,2024-11-08
7973,508,cc,14450.52,pyg,2024-04-24
1424,696,cc,1508.97,pyg,2024-01-11
7479,1216,cc,31049.38,usd,2024-04-06
8930,184,ca,35563.71,usd,2024-08-24
239,733,ca,,pyg,2024-10-06
3091,1222,ca,38834.09,usd,2024-07-04
732,1435,ca,,usd,2024-03-08
4202,1237,cc,19575.22,pyg,2024-08-12
372,848,cc,,usd,2024-04-19
7199,509,ca,,pyg,2024-09-24
4559,1820,cc,,usd,2024-10-27
8812,1564,ca,,pyg,2024-08-09
5688,34,cc,15598.15,usd,2024-05-22
4618,1601,ca,,pyg,2024-02-28
9840,1302,ca,8153.41,pyg,2024-06-10
5237,1288,ca,,usd,2024-09-08
3907,690,ca,43339.76,pyg,2024-12-18
3026,365,ca,46767.11,usd,2024-02-11
6088,1919,ca,9296.33,usd,2024-10-07
408,202,cc,26833.55,pyg,2024-10-07
3182,1577,ca,43973.94,pyg,2024-11-25
8331,1785,ca,,usd,2024-01-19
1201,870,ca,,pyg,2024-09-01
1951,1672,ca,,pyg,2024-11-15
7225,814,cc,,pyg,2024-09-10
3949,168,ca,34471.89,pyg,2024-06-06
8419,1997,ca,41076.3,pyg,2024-04-07
10047,1735,cc,,pyg,2024-07-18
4790,527,ca,,pyg,2024-06-02
7876,1471,ca,,pyg,2024-03-03
7387,833,cc,,pyg,2024-12-05
8914,694,ca,14645.99,usd,2024-10-17
1648,1951,cc,,usd,2024-08-09
6756,217,cc,9370.0,pyg,2024-04-28
4359,1241,cc,,usd,2024-06-20
4325,1768,ca,45595.95,usd,2024-12-21
4255,54,ca,,pyg,2024-05-08
6634,196,ca,17341.96,pyg,2024-10-05
2137,1746,cc,,pyg,2024-05-18
4339,958,cc,16624.08,pyg,2024-11-14
6881,43,cc,,pyg,2024-05-12
8626,1795,cc,10846.41,pyg,2024-10-03
9898,1741,ca,,usd,2024-09-27
1175,1221,cc,5934.57,usd,2024-12-13
8608,1053,cc,,pyg,2024-07-15
8732,191,cc,35861.52,pyg,2024-10-20
8241,1915,ca,2958.62,usd,2024-05-03
5985,1882,ca,36503.82,usd,2024-01-12
1081,1732,cc,,usd,2024-05-25
263,333,ca,,usd,2024-02-01
9277,311,cc,,usd,2024-11-06
456,1117,ca,33171.34,usd,2024-08-05
4164,170,cc,,usd,2024-07-14
4980,1204,cc,24504.55,usd,2024-05-23
3683,1085,ca,,pyg,2024-12-28
7259,10,cc,5992.03,usd,2024-01-27
7029,1984,cc,20391.23,pyg,2024-08-26
375,314,ca,35940.64,usd,2024-03-22
3571,1783,cc,37353.73,pyg,2024-08-28
7129,1343,ca,34834.23,pyg,2024-10-15
9963,1282,cc,,pyg,2024-08-26
2303,1219,cc,35625.35,pyg,2024-01-23
7811,1420,ca,49243.37,pyg,2024-07-02
1615,5,cc,22849.33,pyg,2024-08-15
10034,1484,ca,,pyg,2024-09-18
7513,685,cc,22197.03,usd,2024-12-09
