id_transaccion,id_cuenta,fecha,monto,tipo,canal
1957,3140,2024-05-06,49315.07,debito,cajero
8803,2343,2024-05-19,,debito,online
6765,2924,2024-04-21,-9812.25,debito,online
1995,4120,2024-04-01,34859.39,credito,atm
6784,691,2024-07-06,,credito,online
4041,3912,2024-09-09,-16387.3,credito,cajero
9406,4240,2024-11-10,23646.25,credito,cajero
9909,4483,2024-02-07,-41010.68,debito,online
10149,2923,2024-03-08,690.55,debito,atm
8161,4311,2024-06-05,3461.02,debito,cajero
10849,2848,2024-06-14,,credito,atm
9547,1982,2024-08-10,-1512.72,credito,online
8735,1390,2024-08-04,,credito,app
4002,1643,2024-08-03,,debito,cajero
10482,3100,2024-03-23,,credito,app
5671,2946,2024-08-12,,debito,cajero
9103,1671,2024-10-16,,credito,cajero
1012,1864,2024-06-07,-9777.99,credito,app
7143,2728,2024-11-28,-5712.57,credito,app
6731,4246,2024-04-05,-23577.55,debito,app
4297,3154,2024-09-09,13343.29,debito,online
3157,4825,2024-06-15,-36264.95,credito,app
4013,1464,2024-06-25,,credito,online
10711,4222,2024-02-08,,debito,app
5194,2270,2024-08-11,3231.45,credito,online
8619,1542,2024-06-08,-27051.17,debito,online
8035,408,2024-11-21,,debito,online
5355,4500,2024-02-02,-26057.43,debito,cajero
6932,2563,2024-10-10,6398.94,debito,cajero
6973,1392,2024-02-06,,debito,online
9672,2156,2024-08-01,,debito,cajero
3862,1059,2024-05-03,,credito,cajero
2377,2727,2024-07-03,-15528.7,debito,cajero
10521,1770,2024-03-03,,credito,online
9262,1717,2024-09-18,,credito,online
2470,4515,2024-07-19,,debito,cajero
1670,4624,2024-03-23,-1018.9,debito,online
7741,3278,2024-06-19,40929.14,debito,cajero
9075,1901,2024-05-24,,debito,atm
2198,4340,2024-04-24,-13452.73,credito,app
4951,950,2024-03-22,-47797.21,credito,online
8136,746,2024-09-22,16969.57,debito,atm
6457,1001,2024-02-22,-11862.35,debito,online
2260,4934,2024-02-08,-17372.52,debito,atm
10532,1445,2024-06-16,,debito,online
5964,2251,2024-08-25,-12593.89,debito,online
1267,246,2024-04-09,37630.88,debito,online
8641,1591,2024-06-08,,credito,online
4913,4496,2024-02-26,,debito,online
10140,864,2024-04-02,14263.19,debito,app
6271,993,2024-07-23,-11353.69,credito,online
6193,1465,2024-08-26,,debito,app
6056,497,2024-01-06,-19970.81,debito,atm
3611,4082,2024-04-28,-11426.06,debito,app
7791,530,2024-03-13,,credito,cajero
7021,4090,2024-09-09,17497.98,debito,online
7383,1078,2024-03-09,-13801.16,debito,cajero
3537,943,2024-08-17,-10939.82,debito,cajero
7716,4653,2024-07-12,14070.89,credito,cajero
5974,1345,2024-05-23,26853.24,debito,app
3522,2289,2024-02-25,,credito,app
5417,1935,2024-09-10,,debito,online
6388,2645,2024-02-08,,credito,app
9399,4020,2024-07-26,-48039.93,credito,cajero
9593,1007,2024-04-28,-12805.3,credito,online
6369,2445,2024-07-28,-1272.1,debito,app
1069,1691,2024-10-22,,debito,app
5639,2439,2024-09-28,25340.98,credito,app
4755,667,2024-01-26,15194.48,credito,online
5894,1805,2024-12-28,41450.43,credito,app
6500,2789,2024-06-02,-19925.04,credito,cajero
8337,4038,2024-03-16,-3238.84,credito,online
10721,1985,2024-05-07,41295.58,debito,atm
5046,1464,2024-08-19,17447.08,credito,atm
1508,4969,2024-11-21,7088.79,credito,atm
7301,1535,2024-12-19,,credito,atm
2901,705,2024-04-06,12659.74,credito,atm
2505,1682,2024-02-07,,credito,cajero
6664,3362,2024-06-12,,credito,atm
1255,2402,2024-12-15,12912.43,debito,online
7850,3543,2024-09-07,-12099.3,credito,cajero
8484,3300,2024-05-18,17245.59,debito,online
10584,4728,2024-11-24,-17128.79,credito,atm
8128,4711,2024-01-18,,debito,app
3182,2843,2024-07-28,15687.15,debito,atm
7118,3221,2024-05-25,14215.29,debito,atm
1785,3119,2024-05-02,,credito,online
7164,1750,2024-05-05,,credito,atm
5627,1952,2024-02-03,2411.09,debito,atm
1170,2035,2024-07-08,-14374.39,credito,cajero
1571,2890,2024-04-10,,credito,cajero
6486,1920,2024-06-18,,debito,cajero
9115,2165,2024-05-27,16909.26,credito,online
6551,3857,2024-12-21,8624.11,credito,cajero
3705,1606,2024-01-24,-15092.75,credito,online
1302,224,2024-01-27,-21071.26,credito,online
1500,2502,2024-08-11,-41829.27,debito,atm
6732,1689,2024-12-11,-41850.03,debito,cajero
8045,2560,2024-05-18,6785.91,credito,online
9837,375,2024-01-19,561.7,debito,atm
6813,4191,2024-02-23,,credito,online
4392,3831,2024-12-24,,credito,atm
2742,1759,2024-02-06,,credito,app
8258,1241,2024-12-13,-25583.31,debito,atm
5804,2695,2024-09-04,-24912.33,debito,online
7513,2174,2024-05-20,-46545.99,credito,cajero
9537,483,2024-08-08,,credito,app
9192,3171,2024-01-19,-1908.94,credito,app
7564,781,2024-12-01,4045.68,debito,online
6849,4481,2024-12-11,,credito,online
2059,2211,2024-07-22,,debito,app
8420,4125,2024-07-02,,credito,atm
10894,2524,2024-03-23,1320.0,credito,atm
7322,254,2024-07-19,17431.88,debito,online
10770,1257,2024-03-16,,credito,online
6099,4328,2024-02-27,,debito,online
2096,2653,2024-04-13,,debito,cajero
9795,2508,2024-09-22,,credito,online
4992,2374,2024-08-17,16066.79,credito,atm
9748,1404,2024-09-17,40818.28,credito,cajero
2820,3552,2024-06-18,-10061.65,debito,atm
1453,1209,2024-02-22,,debito,cajero
6237,109,2024-07-08,12176.53,credito,cajero
5307,3412,2024-07-07,,credito,online
3752,3968,2024-07-04,-18221.8,credito,app
1392,1757,2024-05-15,,credito,cajero
6170,4831,2024-04-04,29127.53,debito,atm
8669,1221,2024-10-02,,credito,online
1867,420,2024-10-07,-12409.42,credito,atm
6353,302,2024-04-17,-8500.82,credito,online
5758,2824,2024-04-08,,credito,online
4448,1738,2024-03-18,15126.43,credito,atm
3214,779,2024-01-18,10753.35,debito,cajero
3022,3357,2024-02-07,,credito,online
6153,3268,2024-04-05,3310.22,credito,app
9478,3031,2024-11-15,,credito,app
8700,2103,2024-12-11,37831.17,debito,atm
5192,789,2024-06-11,-25429.72,credito,cajero
8895,339,2024-03-18,9905.13,credito,app
10534,4814,2024-01-19,-18154.46,credito,online
2983,3320,2024-07-28,,credito,app
10562,946,2024-02-16,49062.12,credito,online
3943,4344,2024-03-26,5427.68,debito,cajero
3858,2712,2024-01-28,,debito,app
8116,3133,2024-08-19,18210.81,credito,online
5333,2102,2024-01-17,-46642.97,debito,app
9854,642,2024-06-03,-19091.31,debito,atm
1471,4773,2024-09-10,-2407.71,debito,online
2476,4604,2024-11-03,-48772.92,credito,atm
7022,3195,2024-02-01,,credito,online
3008,4953,2024-04-21,39789.15,debito,online
6846,4778,2024-10-15,13820.3,credito,cajero
4834,3387,2024-10-10,,debito,online
3189,4705,2024-02-01,-5850.5,credito,app
3894,2098,2024-11-03,-48232.22,credito,online
7548,2706,2024-06-23,,credito,app
7674,3987,2024-12-21,-38430.0,credito,online
7801,2646,2024-08-01,4509.32,credito,cajero
5195,2079,2024-04-02,-28466.4,debito,atm
2605,4603,2024-05-13,-9622.97,debito,online
9564,3392,2024-12-09,,debito,atm
2547,3672,2024-06-26,-1478.81,debito,app
4245,1915,2024-05-14,-10242.08,credito,atm
4587,1409,2024-03-25,-49678.75,credito,online
3929,770,2024-12-26,13663.05,credito,online
8177,2906,2024-06-27,-442.27,credito,cajero
1817,3934,2024-08-12,,credito,online
5858,1909,2024-10-17,139.14,debito,online
9578,1909,2024-06-02,,debito,cajero
10124,4435,2024-12-11,38603.29,debito,cajero
10375,3622,2024-05-24,-18954.74,credito,cajero
9927,3498,2024-06-19,4319.12,debito,online
1321,781,2024-08-24,11905.24,credito,online
3728,3930,2024-04-27,-17605.58,credito,online
7058,1275,2024-03-27,-4290.61,credito,online
8489,407,2024-10-05,-3556.48,credito,online
6172,995,2024-06-22,,debito,online
3567,333,2024-01-09,,debito,atm
7528,2785,2024-11-28,-15042.12,debito,online
8957,2651,2024-02-12,-42226.13,credito,app
3091,998,2024-01-07,-15436.52,credito,app
8555,4939,2024-11-22,-2654.78,credito,app
4906,440,2024-11-03,,credito,app
4854,2012,2024-03-07,,debito,app
4546,2829,2024-10-22,2384.37,debito,online
7682,2212,2024-04-20,-12365.23,credito,online
8690,739,2024-11-28,,credito,atm
4782,3237,2024-08-09,25655.13,credito,online
9732,1990,2024-05-14,-7887.19,credito,online
7602,4618,2024-09-28,-46550.74,debito,cajero
4613,2011,2024-11-27,-16540.3,credito,atm
7441,2038,2024-07-01,157.94,credito,app
6130,2567,2024-08-27,14923.06,credito,online
9925,2757,2024-10-25,-18237.67,credito,atm
10027,2196,2024-04-06,,debito,online
4966,1262,2024-02-10,-9080.22,debito,atm
5501,3833,2024-11-01,11438.05,credito,online
7234,386,2024-08-20,,credito,online
9375,1071,2024-03-11,,credito,online
6906,1611,2024-05-19,18043.43,debito,online
10854,264,2024-11-07,16312.48,credito,atm
6104,2987,2024-10-11,-3946.34,credito,online
2631,1178,2024-01-07,,credito,cajero
3612,4596,2024-06-12,-10373.35,debito,cajero
4109,2356,2024-12-26,,credito,atm
4868,2317,2024-09-22,,credito,app
3136,2938,2024-12-10,-117.34,debito,online
1908,1189,2024-11-13,19443.9,credito,app
3103,3936,2024-11-20,-5571.09,debito,online
4106,1952,2024-08-01,49563.24,credito,online
9338,364,2024-04-06,41315.6,credito,app
3021,1399,2024-07-08,-5415.1,debito,atm
7821,2141,2024-09-05,7320.57,debito,atm
4640,3412,2024-04-03,-27784.53,debito,online
3146,4696,2024-12-17,12397.07,debito,cajero
10925,661,2024-10-22,13353.3,debito,atm
7439,2058,2024-04-02,-17467.75,debito,atm
6328,2505,2024-06-07,,debito,atm
9064,2949,2024-11-28,,credito,online
9588,4160,2024-09-12,-990.25,credito,app
4151,4196,2024-09-02,,debito,online
5303,4499,2024-08-12,,credito,online
7819,4758,2024-03-10,2122.88,debito,cajero
5173,3321,2024-02-06,10845.12,credito,online
8632,488,2024-10-23,,debito,online
3865,775,2024-03-20,,credito,cajero
10488,3245,2024-11-03,33830.43,credito,app
6508,3787,2024-02-02,-20032.72,credito,online
1761,2918,2024-12-03,,credito,online
10717,1552,2024-10-07,-31148.07,credito,app
4788,1960,2024-11-08,30592.74,debito,app
1789,375,2024-08-28,,debito,app
4080,1047,2024-08-16,7219.39,credito,cajero
5565,460,2024-05-22,7334.97,debito,online
3796,1925,2024-06-08,-9323.53,debito,app
4430,4176,2024-02-16,-276.71,credito,app
5696,4321,2024-02-28,,credito,atm
3070,3522,2024-09-03,-16599.79,debito,app
7858,4274,2024-04-11,-3150.01,credito,atm
4490,4084,2024-11-21,-16677.7,credito,online
7416,4967,2024-12-25,,debito,app
10980,2800,2024-10-10,-4282.07,debito,atm
1486,3338,2024-03-24,,debito,atm
6277,1073,2024-02-24,15891.23,credito,app
6203,4275,2024-05-14,,debito,cajero
4576,156,2024-11-09,11331.06,credito,atm
10057,4162,2024-04-23,6639.96,debito,online
5667,361,2024-05-10,,debito,online
5034,533,2024-01-10,45739.94,debito,app
5293,4141,2024-06-12,-14610.65,credito,atm
8201,1739,2024-02-21,-26098.41,debito,online
10226,237,2024-05-19,-33717.01,credito,online
3135,3153,2024-12-22,12681.23,debito,atm
9344,949,2024-04-26,1704.01,debito,cajero
5821,2067,2024-04-01,,debito,online
9976,2608,2024-04-08,,debito,online
3687,912,2024-03-27,,credito,cajero
4639,2914,2024-05-08,,debito,app
3798,1741,2024-10-04,17389.99,credito,online
9476,3375,2024-11-18,-15814.32,debito,atm
7348,1508,2024-11-11,,credito,online
4168,2101,2024-06-25,,debito,cajero
8791,2589,2024-03-22,23680.23,credito,cajero
4196,3279,2024-05-10,,credito,app
2311,2940,2024-02-23,4797.34,credito,online
9122,837,2024-01-01,19594.25,debito,online
3359,4263,2024-01-19,35059.58,credito,online
2580,1043,2024-10-08,14569.32,debito,cajero
8051,1157,2024-11-22,-15992.46,credito,app
2521,4969,2024-09-08,,credito,online
6135,694,2024-06-04,,debito,atm
1819,1830,2024-01-17,-48866.72,debito,cajero
1495,3916,2024-07-25,-48.48,credito,online
1163,3133,2024-10-12,,credito,cajero
1060,2320,2024-03-01,-29318.99,debito,app
10225,3497,2024-10-21,,credito,cajero
4092,268,2024-05-23,2650.24,credito,cajero
9357,3724,2024-01-26,-16220.9,debito,atm
3172,2791,2024-12-27,,credito,online
4816,4978,2024-09-16,,debito,app
10404,972,2024-06-22,-45604.39,credito,cajero
6645,3771,2024-03-08,10134.61,debito,cajero
7676,3147,2024-10-07,-48786.81,debito,cajero
1490,4941,2024-04-22,49331.33,debito,cajero
3995,4475,2024-03-25,-366.39,debito,atm
6110,2221,2024-06-06,13285.51,credito,online
2232,107,2024-12-05,-19479.63,debito,atm
5854,1977,2024-08-22,,credito,online
5116,1204,2024-12-27,-19456.56,debito,online
10620,3304,2024-08-16,20039.34,debito,online
10280,4578,2024-07-21,-13092.84,debito,app
2228,1220,2024-10-10,,debito,app
5084,182,2024-01-02,,credito,cajero
4726,759,2024-09-03,-26548.21,debito,online
5213,2205,2024-03-18,5380.36,debito,app
6433,2184,2024-03-14,,debito,cajero
6227,1746,2024-12-10,18728.72,credito,cajero
3852,4044,2024-06-02,5654.12,debito,app
6038,1713,2024-04-26,-48058.02,credito,app
9827,4023,2024-01-24,-11201.52,debito,online
3345,4887,2024-01-26,11297.12,credito,app
7337,4503,2024-05-03,-11321.81,debito,app
5960,3865,2024-04-14,,debito,online
3078,1904,2024-12-18,-9615.65,debito,atm
7846,798,2024-12-17,4849.41,credito,cajero
10257,314,2024-05-21,5824.89,debito,online
10379,1321,2024-08-08,6140.31,debito,atm
2276,304,2024-04-25,,debito,cajero
9092,2594,2024-10-08,-36530.27,credito,cajero
4482,3985,2024-10-18,12858.9,credito,app
1202,2750,2024-10-05,-27288.57,credito,atm
8452,3408,2024-05-01,16045.82,credito,cajero
6699,4203,2024-10-22,,debito,online
1010,1210,2024-11-04,,credito,cajero
2536,360,2024-04-03,,debito,atm
4867,4448,2024-01-26,,credito,app
1982,3674,2024-04-04,629.05,debito,app
2610,1329,2024-07-28,,debito,online
5027,2736,2024-05-04,-14589.72,debito,atm
10335,819,2024-04-28,,debito,online
7862,1555,2024-03-01,38648.35,debito,cajero
7302,4786,2024-02-11,-7845.28,credito,online
7477,2245,2024-02-03,3699.86,debito,atm
5260,4421,2024-01-12,-1297.85,debito,online
1538,1495,2024-07-13,,debito,app
9296,994,2024-11-17,-49891.6,debito,app
3828,788,2024-08-02,10921.53,credito,atm
5091,1571,2024-05-08,,credito,app
8133,3045,2024-08-06,31192.24,debito,online
1171,3487,2024-07-22,,debito,online
4291,2829,2024-02-25,-2338.45,credito,atm
10821,3092,2024-03-09,-1538.18,credito,atm
5633,3397,2024-08-08,17254.44,credito,online
3292,623,2024-03-21,-36774.06,credito,cajero
6886,167,2024-12-08,,debito,cajero
5403,1547,2024-08-22,,credito,online
5555,2246,2024-10-22,-4647.56,credito,online
3677,4628,2024-09-05,-22599.0,debito,online
5517,2053,2024-04-10,,debito,online
6841,4766,2024-10-17,,credito,online
6830,3344,2024-02-01,,credito,atm
4419,3054,2024-11-18,-18822.16,credito,online
6771,2097,2024-10-13,37401.85,credito,cajero
8046,3765,2024-09-16,-13944.87,debito,atm
1343,3624,2024-03-25,,credito,online
3459,856,2024-02-01,39730.52,debito,cajero
10883,2533,2024-11-06,-19627.8,debito,app
7868,3810,2024-02-12,-18610.05,debito,online
1989,4374,2024-04-11,,credito,atm
6490,671,2024-10-19,,debito,cajero
7563,1957,2024-10-09,5439.77,debito,cajero
5185,3340,2024-02-24,15407.15,credito,atm
1847,2904,2024-02-12,-9500.62,debito,online
10192,4726,2024-11-14,-12825.82,debito,cajero
4103,3419,2024-06-24,,debito,atm
8325,3995,2024-10-25,-12777.02,credito,cajero
6898,1039,2024-11-06,-1317.21,credito,cajero
3088,2963,2024-10-06,18943.87,credito,online
8892,1170,2024-03-15,,credito,app
10639,557,2024-04-28,34.05,credito,online
9642,4617,2024-09-06,13656.0,credito,cajero
10378,1412,2024-04-24,-18842.98,debito,app
4163,3032,2024-12-12,37696.36,debito,online
8662,4573,2024-04-03,,credito,atm
2259,2583,2024-03-10,,debito,online
5505,4399,2024-03-08,,debito,cajero
3507,1343,2024-02-26,,credito,app
5991,2863,2024-03-07,26781.72,credito,cajero
8901,184,2024-08-25,,credito,online
1846,1620,2024-06-15,-3693.94,debito,online
7667,1673,2024-10-13,-12714.7,credito,cajero
8793,4120,2024-03-24,,debito,app
8828,2830,2024-01-28,-39845.54,debito,atm
3287,1562,2024-02-19,16003.06,debito,online
5640,1845,2024-05-10,15781.96,credito,app
2846,3665,2024-06-02,30729.56,debito,online
8055,4958,2024-12-05,-18635.73,debito,app
10011,158,2024-03-25,7444.58,credito,app
10329,1788,2024-07-09,,credito,online
10500,280,2024-09-14,-16274.58,debito,online
9981,512,2024-05-10,-6282.35,debito,app
3484,4289,2024-04-28,2790.59,credito,app
5414,3670,2024-06-23,12812.63,debito,atm
1426,3258,2024-08-02,,credito,app
6116,1749,2024-08-11,,debito,online
3758,4044,2024-12-10,-20479.25,credito,online
10632,4294,2024-11-04,10275.32,credito,online
1264,4948,2024-11-14,11290.28,credito,app
9079,4358,2024-10-21,-27460.4,credito,atm
1569,3470,2024-08-09,-7158.79,debito,atm
9773,592,2024-05-16,-35929.62,debito,atm
5169,3752,2024-02-06,-8619.98,debito,app
2922,4449,2024-07-21,14562.31,credito,atm
6869,934,2024-09-26,,credito,atm
2085,4025,2024-07-12,5857.17,debito,atm
9306,571,2024-04-20,-5998.71,debito,atm
7939,2287,2024-08-16,-16949.28,credito,cajero
2337,1416,2024-02-05,-19816.55,debito,app
8822,1049,2024-10-13,-13376.54,debito,online
8510,185,2024-06-24,14190.77,credito,app
5557,455,2024-08-13,5506.38,debito,online
6005,3232,2024-11-22,3903.66,credito,atm
10296,2877,2024-05-27,,debito,online
10069,4645,2024-02-21,16719.17,credito,app
3075,1910,2024-09-11,23291.0,debito,app
10707,1170,2024-05-26,,credito,cajero
8608,394,2024-10-13,,debito,online
6581,2510,2024-07-14,,debito,online
1734,291,2024-06-17,39371.36,credito,atm
6080,788,2024-10-01,,credito,cajero
8685,4610,2024-05-15,-9533.93,debito,online
2064,820,2024-11-26,666.7,debito,atm
8400,4984,2024-06-02,10008.26,credito,app
8070,321,2024-06-12,-17123.66,debito,online
2365,921,2024-07-03,-13571.9,debito,cajero
1918,4616,2024-10-26,14998.51,credito,online
9441,3620,2024-08-10,15556.99,debito,online
10295,1694,2024-08-26,-28688.21,credito,cajero
2577,3913,2024-06-10,32047.76,credito,cajero
1241,4380,2024-05-07,,credito,online
8721,1337,2024-06-20,,debito,app
2599,930,2024-10-03,-34754.62,credito,atm
2591,2272,2024-11-16,5371.66,debito,atm
9256,3946,2024-07-20,-7053.59,debito,app
5691,3532,2024-11-28,23981.35,debito,app
8540,4102,2024-04-12,-37003.0,credito,online
1809,4068,2024-10-11,41079.87,debito,cajero
2108,571,2024-08-08,7988.81,debito,cajero
10951,3187,2024-06-25,-16079.18,credito,app
10753,2435,2024-03-19,-23051.43,credito,atm
3439,2131,2024-01-01,15223.03,credito,online
10941,737,2024-12-08,39975.28,debito,app
6658,877,2024-01-09,,credito,online
8097,3931,2024-08-04,-1391.95,credito,cajero
4871,3074,2024-12-22,-19581.57,credito,online
7025,4676,2024-07-08,12763.14,debito,cajero
3208,4888,2024-04-03,-1956.16,debito,online
6460,3279,2024-10-19,,credito,atm
9106,3022,2024-08-27,-6395.78,credito,online
1399,3675,2024-02-16,-17559.95,debito,cajero
5970,3287,2024-12-05,14313.1,debito,cajero
9462,2523,2024-09-03,,credito,app
1332,2841,2024-07-07,40055.22,credito,online
6042,4099,2024-03-19,18620.68,debito,online
1826,3286,2024-07-17,,debito,atm
4768,4452,2024-05-10,-4166.78,credito,cajero
7085,4858,2024-02-23,-19411.43,credito,online
3944,1030,2024-03-28,18879.15,debito,online
6160,3091,2024-02-06,,credito,atm
2160,2136,2024-09-10,-17356.73,debito,online
8185,3163,2024-03-12,-45284.31,credito,online
6211,2802,2024-05-14,,credito,atm
2075,3823,2024-10-15,,credito,atm
7456,4592,2024-10-08,,debito,online
3218,1585,2024-07-13,,credito,online
10110,390,2024-06-13,32695.02,credito,atm
10087,4766,2024-04-21,-9677.59,debito,atm
2038,3762,2024-04-13,,credito,cajero
2409,1154,2024-06-21,-23320.58,credito,app
1973,504,2024-01-23,,credito,app
8762,2895,2024-11-06,-15125.55,credito,atm
3019,1475,2024-10-07,36597.78,credito,atm
1146,2052,2024-04-08,,debito,online
4841,4899,2024-02-15,,credito,cajero
4229,3621,2024-03-02,46677.13,debito,app
3493,4776,2024-04-19,-5155.03,debito,app
9668,3201,2024-10-07,,debito,cajero
7397,117,2024-02-03,,credito,app
2518,536,2024-05-24,-7242.45,credito,atm
8108,3187,2024-02-23,,credito,online
7256,3496,2024-10-04,10351.63,debito,cajero
7020,2546,2024-04-25,-19615.27,credito,online
10012,4039,2024-07-24,49420.76,credito,online
10998,3169,2024-06-10,-22827.99,debito,atm
4744,4804,2024-04-11,24515.23,credito,app
10630,1182,2024-12-22,,debito,online
8906,1133,2024-11-23,41690.29,credito,cajero
4772,3513,2024-11-05,6531.14,debito,app
1270,2641,2024-10-03,-19199.79,debito,online
1986,4093,2024-11-02,,credito,app
4164,4091,2024-01-13,30645.22,credito,atm
4079,4172,2024-07-19,,debito,online
2290,1746,2024-01-24,,credito,cajero
7834,349,2024-11-19,-21942.66,credito,online
7393,4371,2024-07-23,-19938.39,debito,online
7957,960,2024-10-04,,debito,app
1208,1152,2024-10-19,43977.28,debito,app
6631,2324,2024-09-23,,credito,online
5764,4778,2024-12-26,,debito,online
1671,4463,2024-04-12,-17255.45,debito,online
6003,1040,2024-10-11,,debito,online
9022,1212,2024-10-12,,credito,cajero
5107,2602,2024-03-02,-7225.94,credito,online
7971,1567,2024-09-26,,debito,online
9873,1464,2024-07-16,36246.52,credito,online
10732,1532,2024-02-24,-23032.49,credito,online
2639,4395,2024-07-06,,debito,online
7588,3232,2024-11-23,-20418.47,debito,atm
5048,123,2024-03-20,-17821.33,credito,atm
2821,3825,2024-07-10,-19642.44,debito,online
10755,4301,2024-02-12,1003.28,debito,online
8759,507,2024-03-13,49120.48,debito,cajero
6183,2334,2024-11-16,-15187.41,debito,online
10094,926,2024-11-15,38057.06,debito,cajero
10923,1670,2024-02-13,,debito,online
10351,3659,2024-08-05,9019.55,debito,online
9286,2856,2024-08-20,-510.55,credito,online
5986,3384,2024-06-07,-9179.44,debito,atm
6004,2520,2024-11-23,,debito,atm
2534,206,2024-05-04,28010.44,debito,atm
10361,4191,2024-01-25,15180.99,credito,cajero
9743,3012,2024-06-22,,credito,cajero
1825,3967,2024-08-28,,debito,cajero
5022,2088,2024-06-05,-10052.96,credito,app
9498,2637,2024-01-04,-17032.77,debito,online
1239,4233,2024-12-26,,debito,online
4604,429,2024-06-10,-35703.54,credito,online
8429,1811,2024-05-11,12821.56,debito,app
3965,2628,2024-10-05,,credito,online
6411,978,2024-07-25,,credito,cajero
6467,938,2024-10-13,-13637.49,debito,online
9601,3205,2024-05-17,-757.55,debito,online
9722,4374,2024-12-09,,credito,online
3215,3916,2024-11-25,-2251.41,debito,app
6016,270,2024-05-21,-10325.29,credito,cajero
3210,4165,2024-08-17,-8347.92,debito,cajero
3790,2086,2024-01-18,,debito,atm
9484,2228,2024-05-07,,credito,online
2369,1009,2024-11-01,18251.55,credito,cajero
7328,267,2024-07-05,8927.44,credito,atm
5944,2171,2024-09-07,-9839.03,credito,atm
8239,2098,2024-11-26,25837.38,debito,app
8040,324,2024-02-18,,credito,atm
8480,1681,2024-01-02,,credito,atm
